,self_own_ideas,self_own_ideas,self_own_ideas,self_novel,self_novel,self_novel,self_original,self_original,self_original,self_rare,self_rare,self_rare,self_appropriate,self_appropriate,self_appropriate,self_feasible,self_feasible,self_feasible,self_publishable,self_publishable,self_publishable,self_enjoyed,self_enjoyed,self_enjoyed,self_badly_written,self_badly_written,self_badly_written,self_boring,self_boring,self_boring,self_funny,self_funny,self_funny,self_twist,self_twist,self_twist,self_future,self_future,self_future
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human,6.958762886597938,1.8814750738737538,97,4.711340206185567,2.286549269125303,97,4.804123711340206,2.3919969658291964,97,3.948453608247423,2.2237877503851142,97,7.257731958762887,1.3329037108529247,97,5.77319587628866,2.455882201636746,97,4.22680412371134,2.563790953838245,97,6.927835051546392,1.8777614258761925,97,5.412371134020619,1.9512420046792618,97,4.0,2.046338192968112,97,3.0618556701030926,2.0504797862821986,97,4.422680412371134,2.605423236357162,97,3.2268041237113403,2.0181734452179323,97
human_1AI,6.59,2.1839404661290462,100,4.66,2.1283084761605804,100,4.81,2.290494190423463,100,3.97,2.2538631258128765,100,7.5,1.4805131515522552,100,5.55,2.4797156891446037,100,4.52,2.532535759616707,100,6.84,1.801906958438389,100,5.48,2.0074608314731797,100,3.99,2.167226035020041,100,2.68,1.9790825340969682,100,4.63,2.646343007459787,100,3.0,1.974586006987262,100
human_5AI,6.571428571428571,1.947771658328997,98,4.540816326530612,2.081674421927203,98,4.408163265306122,2.2098035304462553,98,3.9489795918367347,2.141261064894428,98,7.244897959183674,1.4787932143892286,98,6.010204081632653,2.447362973678327,98,4.591836734693878,2.5760063980433667,98,6.857142857142857,1.414213562373095,98,5.275510204081633,1.9729125063283373,98,4.244897959183674,1.969149821727175,98,2.704081632653061,1.8623186062555344,98,4.724489795918367,2.456972457015744,98,3.1122448979591835,2.1437160772404216,98
