story_id,evaluator_code,condition,ai_used_actual,ai_guess_percent,pre_novel,pre_original,pre_rare,pre_appropriate,pre_feasible,pre_publishable,pre_tt_enjoyed,pre_tt_badly_written,pre_tt_boring,pre_tt_funny,pre_tt_twist,pre_tt_future
f4279bec-10ef-4df7-b3d7-00ad270aa124,qkawlsqk,human,0.0,30.0,3.0,2.0,3.0,7.0,2.0,2.0,4.0,6.0,7.0,3.0,1.0,2.0
24bd8c26-28db-4d4b-80dd-0d62f3b42f82,jeqcjh3f,human_1AI,1.0,18.0,4.0,4.0,3.0,7.0,7.0,6.0,8.0,8.0,3.0,3.0,3.0,2.0
4bf14b3e-f54f-412f-91f0-e218adf085dc,cq1m6y90,human_5AI,1.0,100.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0
f3eadea7-021d-469b-8eef-0508ccc852c2,nakh8mh5,human_1AI,1.0,49.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,4.0,3.0,1.0
fd55005f-2307-48da-950c-1de503579209,yhvo59cr,human,0.0,14.0,4.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0
38a2d8c1-7619-4270-810d-97a31ce893ea,y2mtnagi,human_5AI,1.0,45.0,8.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,2.0,1.0,8.0,6.0
6de29543-7e86-4aee-b61e-3bbdf75cfacd,tqd9mpdh,human,0.0,2.0,5.0,4.0,4.0,7.0,4.0,5.0,4.0,6.0,3.0,1.0,5.0,6.0
ae471e6a-1d8c-4514-bec5-047dfb21703e,k3koncsz,human_1AI,0.0,36.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0
a2f110ab-01b8-4406-a6e5-94a54aaa2dbb,bu4hghti,human_1AI,0.0,52.0,4.0,4.0,3.0,6.0,6.0,5.0,6.0,6.0,3.0,2.0,7.0,2.0
8f962717-825a-44d1-8c70-11e538b2e210,rwsvkwek,human_5AI,1.0,95.0,2.0,1.0,2.0,5.0,7.0,2.0,5.0,2.0,5.0,3.0,6.0,4.0
2daeadf6-9297-40da-941c-b25177a96b8a,btp4roe1,human_5AI,1.0,60.0,2.0,2.0,1.0,7.0,2.0,2.0,6.0,7.0,3.0,1.0,6.0,2.0
5102b823-e4db-4306-a745-05bbd0092dbd,c2mt5lg5,human_1AI,1.0,28.0,5.0,5.0,4.0,8.0,5.0,5.0,6.0,8.0,3.0,1.0,7.0,3.0
d58324db-aafc-4c56-8550-aa80d92b6fc8,umz20en8,human_5AI,0.0,75.0,3.0,3.0,3.0,7.0,6.0,7.0,2.0,5.0,3.0,1.0,3.0,1.0
c2a5d782-57a2-4af7-ba39-2080319388cb,1tzg2j4m,human_1AI,1.0,92.0,9.0,4.0,2.0,7.0,5.0,4.0,2.0,6.0,7.0,1.0,2.0,2.0
10949004-b7ca-429d-b84e-0ed16b0cb888,shgwhy5r,human_5AI,0.0,50.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,7.0,3.0,2.0,3.0
6edb9f32-adf8-4513-8b2b-0615980a16df,b510s5xt,human_5AI,1.0,0.0,7.0,6.0,4.0,2.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0
57ab2538-39e7-4d42-b6e6-ab38688d415d,ihjwyltb,human_5AI,1.0,40.0,6.0,6.0,4.0,6.0,8.0,8.0,7.0,8.0,2.0,2.0,6.0,5.0
a6567b33-5043-4d3a-8da9-22fb429dc352,xknhrspu,human_5AI,0.0,100.0,3.0,1.0,5.0,7.0,4.0,2.0,1.0,2.0,8.0,1.0,1.0,5.0
c3933595-b0b7-4050-9e25-0cb0ce82e032,wf7rh0g9,human,0.0,69.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,6.0,1.0,2.0,3.0
7e679441-d793-4967-a395-60329e3067bc,p8psqg7w,human_1AI,1.0,0.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,2.0,2.0,7.0,2.0
4e131c0a-d3c7-4c1d-b19b-00eec13972db,dh88zsa0,human_5AI,1.0,74.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,1.0,1.0,7.0,8.0
6b6d97bc-5b30-4643-a572-f4ff2e2ec973,1w1n16ar,human_5AI,0.0,25.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,6.0,3.0,1.0,2.0,1.0
0304c9c9-a778-424e-b38f-ff3690160003,q6efi4pr,human_1AI,1.0,50.0,2.0,2.0,2.0,7.0,6.0,7.0,6.0,6.0,6.0,1.0,2.0,2.0
6808d151-dca3-4897-8e05-1c8757b1b671,sgtj2up8,human_1AI,1.0,0.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,7.0,1.0,1.0,2.0
ce0263cc-b96f-4196-96d0-2d3aa043f53e,xh535mss,human,0.0,0.0,6.0,4.0,6.0,6.0,4.0,3.0,7.0,2.0,3.0,7.0,8.0,3.0
b7c28702-7a1c-4e82-9b92-4422a60440d0,abtymp1c,human_1AI,0.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,4.0,3.0,4.0,5.0
e3dcb12c-cae9-4129-ac5b-9e0f7f7756a9,rmj80el8,human,0.0,100.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,1.0
d66d4109-fa0d-437d-9c8e-c69759aaf368,0uwmph64,human_1AI,0.0,50.0,1.0,2.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0
e2e71da9-b9ae-4988-a96b-ec2cb9b0382d,178kkpsi,human_5AI,1.0,13.0,2.0,4.0,3.0,2.0,4.0,3.0,7.0,3.0,6.0,1.0,1.0,4.0
e602b9cf-3fbb-439d-b029-eb15d83a29df,ml9a8myu,human_1AI,0.0,80.0,8.0,6.0,4.0,7.0,5.0,7.0,9.0,6.0,3.0,2.0,4.0,7.0
49dc8a44-7527-4bf3-b79a-52a6f1f9f416,epdwa80w,human_5AI,1.0,50.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,6.0,5.0
def36bf5-fb15-4a80-845e-21f8d7f966c9,xvifmk2i,human_5AI,1.0,9.0,9.0,7.0,2.0,9.0,9.0,6.0,6.0,7.0,2.0,1.0,1.0,1.0
4c7846f7-f65a-482c-8d57-70c1b2a4a7a0,lzxx136a,human,0.0,10.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0
0700e775-44f7-47b9-aec5-078516a9032c,3ws7y9e8,human,0.0,100.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0
e8a698ff-7fba-4cd9-987f-273c3abe7fba,sjoq1y62,human,0.0,29.0,3.0,3.0,3.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,2.0,3.0
4b522f13-32a9-4c49-a11e-68d169ca7654,xhivxgw9,human_5AI,1.0,100.0,6.0,1.0,1.0,7.0,4.0,1.0,6.0,5.0,4.0,3.0,1.0,8.0
34ad3261-a5e5-41b9-8eb7-675c9a2e79ec,gnw1yqrm,human_5AI,1.0,72.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,4.0,7.0,7.0
828c7ca4-abbc-407e-8afc-75d188bb2454,t9kd0rdr,human_1AI,1.0,75.0,6.0,6.0,4.0,7.0,6.0,4.0,7.0,7.0,2.0,4.0,3.0,5.0
06d50c34-6f52-4e4b-a94e-81f1963cad70,wtaatd1l,human_5AI,1.0,15.0,2.0,2.0,2.0,9.0,7.0,8.0,4.0,5.0,4.0,1.0,1.0,1.0
b95e11e4-ba37-478a-b595-cbbe9132db6e,8ncd68dt,human_5AI,1.0,75.0,7.0,8.0,6.0,8.0,9.0,9.0,4.0,5.0,3.0,1.0,5.0,1.0
9d5b101d-4caf-4c90-8d93-4ea75112bdb7,cjqx8z76,human_1AI,0.0,3.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,8.0,1.0,1.0,3.0
e539e79a-2027-40ee-b4fa-41e801a9aaf6,z9b0aq1o,human,0.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,9.0,1.0,1.0,1.0
a2b02d02-75c5-4d74-9a64-290056383c59,07nlyvko,human,0.0,10.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,6.0
94e2dbef-ba04-4efb-ad39-41260d0247bd,gotvhjzy,human_5AI,1.0,55.0,7.0,7.0,6.0,4.0,6.0,6.0,7.0,7.0,2.0,1.0,4.0,1.0
722c95e5-f767-4697-8858-fdfbecdc70b0,hs4z3bt8,human,0.0,86.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,8.0,7.0,4.0
4bf14b3e-f54f-412f-91f0-e218adf085dc,j1bk3ylb,human_5AI,1.0,85.0,4.0,3.0,3.0,8.0,6.0,8.0,6.0,5.0,3.0,2.0,6.0,3.0
d2b204e3-3cd9-474f-aa05-f5fdc88aa015,h7spas9m,human,0.0,50.0,4.0,4.0,5.0,6.0,8.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0
be8b23f4-6041-4cf1-9df5-c4295d5a76b6,7u742qk0,human,0.0,77.0,6.0,5.0,5.0,7.0,5.0,6.0,5.0,4.0,3.0,2.0,6.0,5.0
3e0544cf-2ebd-4850-a5e2-8d9de8e94a21,z4xkj69z,human,0.0,5.0,4.0,5.0,6.0,7.0,8.0,8.0,7.0,7.0,2.0,1.0,6.0,2.0
7dcc5bbc-7c73-4c85-9453-4bbde2ccd115,jevsz7dv,human,0.0,50.0,7.0,6.0,7.0,7.0,5.0,6.0,5.0,4.0,2.0,1.0,7.0,4.0
53c1820d-c840-40af-a8b9-7af9bc6bdc7c,0o0u6wki,human,0.0,60.0,8.0,9.0,7.0,9.0,7.0,7.0,9.0,8.0,2.0,8.0,7.0,5.0
79ce5a91-c618-458f-8cce-9e32e1689cb1,tv0ci6z1,human,0.0,9.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,2.0,8.0,2.0,2.0,2.0
997db0f8-af39-4881-b5b2-1aa64dd16030,1k2ophjw,human,0.0,90.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0
ca42e827-d57f-45f9-ac97-5d943f02dc05,o776dqhj,human,0.0,100.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,4.0,5.0,5.0
f339a280-e835-4165-be41-5cda6fb1604f,59zsw2x2,human,0.0,26.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,1.0,1.0,8.0,6.0
51a0c18d-3650-478b-9a03-c9cb9a0ba697,iwn3588b,human,0.0,76.0,9.0,7.0,6.0,9.0,9.0,9.0,5.0,5.0,6.0,1.0,1.0,1.0
ab650f9e-6a50-4098-a8e2-9dd4c4785a96,195rcgh1,human_1AI,1.0,12.0,3.0,2.0,2.0,6.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0
17918fa7-6907-45ff-8929-406cc7a943ef,9jk0pvd5,human_5AI,1.0,60.0,3.0,8.0,5.0,9.0,5.0,6.0,7.0,7.0,1.0,1.0,1.0,1.0
b1a7866e-3258-419c-89f3-00cc260b53c5,a2dbqzkq,human_1AI,0.0,75.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,8.0,2.0,2.0,7.0,8.0
3a502b29-e6f1-4e4a-aba2-b83bff58887a,y0m3k5sc,human,0.0,50.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0
6dfded63-c919-4995-8852-4d39eef00249,1k852lud,human_5AI,1.0,74.0,3.0,3.0,4.0,8.0,6.0,3.0,3.0,4.0,6.0,2.0,4.0,2.0
cdfdbcd2-e24f-4833-b950-18330c544d55,hlarg8np,human_5AI,1.0,49.0,4.0,3.0,4.0,8.0,8.0,6.0,5.0,5.0,3.0,3.0,6.0,4.0
31384ef4-687b-40e9-b2b4-7d351e7a741d,32wc8f8q,human,0.0,100.0,3.0,3.0,2.0,9.0,7.0,7.0,7.0,5.0,5.0,1.0,6.0,5.0
69151edb-e4da-4902-933d-283ed7cfea4e,mxc0ypas,human,0.0,10.0,7.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,3.0,6.0,7.0,5.0
164c2d23-06b5-41e3-9540-6cd3f804ea5b,lxjeozxi,human,0.0,41.0,5.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0
10949004-b7ca-429d-b84e-0ed16b0cb888,y7bj4qv1,human_5AI,0.0,0.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,4.0,1.0,4.0,5.0
08605b08-d2d6-477f-90da-eabbd616bb94,d492pjnw,human_1AI,1.0,48.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,4.0
6b6d97bc-5b30-4643-a572-f4ff2e2ec973,djism56m,human_5AI,0.0,24.0,3.0,2.0,2.0,7.0,3.0,4.0,2.0,3.0,6.0,3.0,2.0,3.0
749b1a34-8e70-43fa-bb8b-6fdf0d36ff0e,w86fdyoy,human_5AI,0.0,0.0,5.0,5.0,5.0,7.0,8.0,7.0,6.0,7.0,2.0,3.0,5.0,4.0
6de29543-7e86-4aee-b61e-3bbdf75cfacd,m2dmsz8z,human,0.0,75.0,5.0,4.0,4.0,7.0,7.0,6.0,5.0,7.0,2.0,2.0,4.0,5.0
b19f58c5-a51e-4e0f-b5fd-0262486011ae,7rrrcots,human_5AI,1.0,15.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,3.0,1.0,1.0,1.0
84184ee1-7a24-4886-aaf7-420b19187f40,4m5j7dvf,human,0.0,56.0,6.0,5.0,4.0,7.0,6.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0
523680ae-3735-4a57-8e84-f7f0d6dba065,32l7r9qd,human,0.0,92.0,6.0,5.0,5.0,7.0,4.0,5.0,7.0,5.0,6.0,3.0,5.0,2.0
f7fae410-ad69-4284-9c81-80ec3c85b011,pcn14xc1,human_5AI,1.0,50.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,6.0
a0e70cc9-d661-4237-ab6e-692c99397d06,8dpg84k1,human_5AI,0.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,8.0,1.0,1.0,1.0
c0002a1c-09c6-4939-8524-acc0671b187b,9cem8zl4,human_5AI,1.0,5.0,8.0,8.0,8.0,8.0,1.0,2.0,5.0,6.0,5.0,2.0,6.0,3.0
a65d0909-c6f9-485b-bdb8-d65ab86948d6,aexmtfzo,human_5AI,1.0,50.0,6.0,3.0,6.0,7.0,9.0,8.0,5.0,7.0,3.0,1.0,5.0,6.0
c3df61ef-db61-4d63-8033-442f78804201,jq2t2oqx,human,0.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0
594f14e8-be52-438e-bae8-e1a7d2585951,3ak8pr1l,human,0.0,25.0,4.0,4.0,5.0,7.0,7.0,6.0,5.0,6.0,5.0,3.0,5.0,3.0
5d5da7ba-1c98-45fb-a2d5-157891237c44,8jsjeac4,human,0.0,85.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,5.0,6.0,3.0,3.0,2.0
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,vsbidm0r,human_1AI,1.0,19.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,5.0,5.0
99ef06e6-7930-4121-918d-b64c0dc4e885,kmmnjwmx,human_1AI,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0
999b17bd-a73b-4459-849b-c8dbd3e6a675,oqzanw4y,human,0.0,0.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,1.0,4.0,4.0
997db0f8-af39-4881-b5b2-1aa64dd16030,wr14gw3q,human,0.0,75.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,7.0,1.0,2.0,1.0
bece387a-c784-43ce-b762-2627cc6456af,j6csvdpf,human,0.0,90.0,2.0,2.0,1.0,7.0,2.0,2.0,3.0,4.0,7.0,1.0,1.0,1.0
b2d37afa-9911-41d6-997f-6d7369f1d6f2,axm5rd5q,human_1AI,1.0,40.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,5.0,3.0
270782bb-1a25-4a39-9a85-75c8d6a74874,afi1byy8,human_1AI,1.0,14.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0
b1a7866e-3258-419c-89f3-00cc260b53c5,gosnfj7w,human_1AI,0.0,75.0,9.0,9.0,9.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,9.0,1.0
e8a698ff-7fba-4cd9-987f-273c3abe7fba,4zhj3jjm,human,0.0,12.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,2.0
22988fde-8e34-4df8-ab1e-d1da1057c457,8hsrzggw,human_1AI,1.0,100.0,1.0,1.0,1.0,9.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0
9d5b101d-4caf-4c90-8d93-4ea75112bdb7,889qxxzn,human_1AI,0.0,40.0,7.0,4.0,8.0,3.0,6.0,5.0,3.0,4.0,6.0,6.0,5.0,3.0
1cf347a7-0df2-4ccd-a041-2d19d62fd7e2,uawzb0ac,human,0.0,25.0,8.0,8.0,6.0,8.0,8.0,7.0,9.0,8.0,1.0,2.0,1.0,7.0
0d2c192b-e8e4-4fa5-822f-3b2b4e77488d,aua75fup,human_5AI,0.0,37.0,7.0,7.0,5.0,8.0,7.0,8.0,7.0,6.0,2.0,6.0,8.0,6.0
82b08721-72c1-4bfe-b09b-511b3b03f484,robqsc0o,human,0.0,89.0,2.0,2.0,2.0,8.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0
927090d6-261c-47ed-87d1-6f1af46168f4,5s7cas7r,human,0.0,50.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0
6edb9f32-adf8-4513-8b2b-0615980a16df,1d6na5ai,human_5AI,1.0,26.0,8.0,9.0,9.0,2.0,4.0,3.0,8.0,7.0,1.0,7.0,9.0,8.0
3e0544cf-2ebd-4850-a5e2-8d9de8e94a21,gm2f4bgm,human,0.0,55.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,2.0,3.0,6.0,5.0
f7376258-d293-44f9-aa07-938361a4e1ee,xik80c18,human_1AI,0.0,40.0,5.0,2.0,2.0,6.0,6.0,5.0,7.0,6.0,3.0,4.0,2.0,2.0
9d532481-e080-4043-b0f8-16829df777e8,jirpxswq,human_1AI,1.0,91.0,6.0,5.0,5.0,9.0,6.0,7.0,7.0,3.0,3.0,1.0,7.0,5.0
b94fdf1d-bcd3-4526-831f-7f0fc56b86b7,e85tgads,human_5AI,1.0,80.0,6.0,4.0,3.0,7.0,8.0,6.0,8.0,8.0,6.0,1.0,5.0,7.0
85b548af-6c23-4d18-a400-7196d80c4462,5919opxs,human_5AI,1.0,70.0,3.0,6.0,3.0,6.0,7.0,6.0,7.0,7.0,3.0,6.0,3.0,3.0
45a6c2ee-e4d1-4de4-97ae-68358cd61b78,t6dv7ks1,human_1AI,0.0,50.0,4.0,4.0,4.0,6.0,8.0,9.0,6.0,6.0,2.0,1.0,3.0,3.0
b202956d-95f3-46da-8ce7-478d6ad45201,uvlsdovu,human_5AI,0.0,85.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0
ded6cd39-1862-4649-af01-cd0d38586054,8f58m5ae,human_1AI,1.0,40.0,4.0,5.0,2.0,5.0,3.0,3.0,1.0,3.0,8.0,1.0,2.0,1.0
74212755-8bb3-4753-97cc-2c5d79bc918a,ncqihdx0,human_1AI,0.0,18.0,6.0,6.0,6.0,9.0,9.0,9.0,8.0,8.0,4.0,4.0,5.0,4.0
fdd506b9-5dab-4008-8719-786ba25bd600,vbmtz4rs,human,0.0,14.0,6.0,5.0,4.0,7.0,6.0,6.0,6.0,7.0,2.0,1.0,6.0,1.0
1ce297c5-c0a8-4f4e-838a-53de94b8c128,p5s4t26l,human_1AI,1.0,22.0,8.0,9.0,6.0,9.0,9.0,9.0,9.0,8.0,1.0,2.0,9.0,6.0
195ced3e-9ef0-40de-b7fc-1fb567cfe1be,gaqvzf31,human_1AI,1.0,5.0,6.0,5.0,5.0,7.0,4.0,2.0,2.0,1.0,6.0,1.0,7.0,2.0
d2b204e3-3cd9-474f-aa05-f5fdc88aa015,ankagdcl,human,0.0,87.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0
6dc842a7-8156-42a7-80fa-d26f74b0d86b,qh4ozi2t,human_5AI,1.0,0.0,6.0,6.0,3.0,8.0,7.0,7.0,8.0,7.0,2.0,1.0,9.0,5.0
7dcc5bbc-7c73-4c85-9453-4bbde2ccd115,t91lmri7,human,0.0,27.0,8.0,3.0,2.0,6.0,2.0,3.0,3.0,6.0,8.0,2.0,2.0,2.0
7298782e-7bac-4a4a-b322-d4832c0cf6a2,yxondqdg,human_5AI,0.0,60.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,9.0,1.0,2.0,2.0,3.0
35d478bf-e51f-4026-b27e-fcba99c5b541,z5jnci7q,human_1AI,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0
f4279bec-10ef-4df7-b3d7-00ad270aa124,65pzi6wb,human,0.0,0.0,7.0,8.0,6.0,5.0,7.0,7.0,6.0,6.0,2.0,1.0,4.0,7.0
5df32bc6-8006-44c6-a9bc-802e01cc59ff,6uoe5lln,human_5AI,1.0,43.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,7.0,4.0,7.0,5.0
6e2752d3-ba40-4b6a-ab6c-65bd82082f2f,6yud49wm,human_5AI,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
7ced0bf8-d2f9-4827-8b0b-d09f5bf47585,j1rwgdle,human,0.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,6.0,6.0,1.0,1.0,6.0,5.0
69151edb-e4da-4902-933d-283ed7cfea4e,cmmava8w,human,0.0,47.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,8.0,2.0,2.0,2.0
6b6d97bc-5b30-4643-a572-f4ff2e2ec973,tq3g1u4q,human_5AI,0.0,75.0,7.0,5.0,3.0,8.0,9.0,7.0,8.0,8.0,1.0,5.0,5.0,7.0
31384ef4-687b-40e9-b2b4-7d351e7a741d,mzwjxvwe,human,0.0,20.0,7.0,6.0,5.0,5.0,6.0,8.0,6.0,7.0,4.0,1.0,4.0,7.0
f56b29de-e725-4250-bd56-550ee975ec89,mwitjlpd,human_5AI,0.0,1.0,7.0,6.0,5.0,5.0,8.0,7.0,5.0,3.0,1.0,1.0,7.0,1.0
f509c7eb-889d-4726-86e2-1a074399cdc0,zzf3dk4w,human_1AI,1.0,49.0,2.0,5.0,2.0,8.0,8.0,3.0,3.0,4.0,7.0,1.0,1.0,1.0
57ab2538-39e7-4d42-b6e6-ab38688d415d,wopnsquf,human_5AI,1.0,30.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,1.0,1.0,7.0,7.0
3fb759ca-fc3c-4202-890f-db5b2ea26e75,92gl13qd,human_1AI,0.0,90.0,5.0,5.0,4.0,9.0,8.0,5.0,6.0,8.0,2.0,1.0,3.0,2.0
0c4b080a-4850-42f3-99fe-a8b386bc318e,4soj25k6,human,0.0,63.0,7.0,7.0,6.0,9.0,7.0,7.0,6.0,6.0,4.0,1.0,3.0,3.0
34ad3261-a5e5-41b9-8eb7-675c9a2e79ec,14khcfx6,human_5AI,1.0,64.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,7.0,1.0,1.0,7.0,1.0
5587d7fa-61be-4e15-8227-f08cf8dd0e38,z0pnrgfn,human,0.0,20.0,3.0,6.0,4.0,7.0,6.0,4.0,6.0,5.0,2.0,1.0,7.0,2.0
e03c09dd-b93b-4353-9be8-54cb6bf32f6a,233xea8m,human_5AI,1.0,25.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,7.0,4.0,1.0,1.0,3.0
dabe869d-79d8-4c82-9350-5e4ebd0806c7,a2dq8rne,human,0.0,0.0,4.0,4.0,4.0,9.0,7.0,7.0,8.0,8.0,1.0,6.0,4.0,5.0
2a6f9c3f-eb70-4442-ad1c-847f19e43161,4cg8kf0u,human_5AI,1.0,28.0,2.0,2.0,1.0,9.0,8.0,6.0,7.0,5.0,2.0,1.0,3.0,2.0
4e07145a-a82a-43f3-a848-39819e97dd62,zl07doqh,human_1AI,1.0,24.0,3.0,3.0,3.0,7.0,6.0,6.0,6.0,5.0,2.0,1.0,8.0,3.0
a5615afe-5b88-4d8a-81c4-0d30c05c0a8e,h9sfegt9,human_5AI,0.0,25.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,7.0,2.0,2.0,3.0
1ce297c5-c0a8-4f4e-838a-53de94b8c128,7emjawxc,human_1AI,1.0,33.0,6.0,8.0,5.0,5.0,6.0,5.0,6.0,7.0,3.0,3.0,8.0,4.0
1cf347a7-0df2-4ccd-a041-2d19d62fd7e2,k5w7o6cb,human,0.0,20.0,1.0,1.0,1.0,9.0,6.0,6.0,2.0,1.0,4.0,1.0,2.0,1.0
1c26bad9-2258-47f1-9858-ae9efc313b28,rtdbf8xn,human,0.0,90.0,6.0,7.0,4.0,7.0,6.0,6.0,8.0,6.0,2.0,6.0,5.0,3.0
f4d8edd5-9e4e-4273-878d-db2c27550afa,ui5tzn3g,human_5AI,1.0,0.0,2.0,2.0,1.0,6.0,5.0,6.0,4.0,1.0,4.0,4.0,2.0,3.0
a03cdd05-0ec9-4484-aedd-79fc1b41e8c1,7ngooiwd,human,0.0,60.0,3.0,4.0,2.0,6.0,4.0,3.0,4.0,3.0,4.0,1.0,6.0,5.0
68b178f0-c784-469d-8357-bf71ba6b4137,u1iro3iy,human_5AI,1.0,35.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,3.0,1.0,1.0,3.0
8f962717-825a-44d1-8c70-11e538b2e210,5abbychi,human_5AI,1.0,99.0,3.0,7.0,4.0,7.0,4.0,2.0,5.0,5.0,9.0,3.0,8.0,1.0
08605b08-d2d6-477f-90da-eabbd616bb94,al292jhs,human_1AI,1.0,25.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,8.0,4.0,1.0,1.0
6dfded63-c919-4995-8852-4d39eef00249,fbc0hyzk,human_5AI,1.0,80.0,5.0,5.0,5.0,6.0,6.0,7.0,2.0,2.0,3.0,1.0,2.0,1.0
c6bc5ab0-7b03-45e5-8d64-2cc554967f75,vt2oivfb,human_1AI,1.0,30.0,3.0,2.0,2.0,8.0,6.0,4.0,8.0,7.0,1.0,1.0,6.0,2.0
2cfd6f2a-370d-434c-81a9-8f9206ed35c9,ocmdhkl6,human,0.0,11.0,4.0,4.0,4.0,7.0,6.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0
82b08721-72c1-4bfe-b09b-511b3b03f484,vqi202u5,human,0.0,50.0,1.0,1.0,1.0,7.0,5.0,5.0,4.0,8.0,4.0,1.0,1.0,1.0
195ced3e-9ef0-40de-b7fc-1fb567cfe1be,iz9t2t7p,human_1AI,1.0,75.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,8.0,1.0,3.0,2.0
