story_id,evaluator_code,condition,ai_used_actual,ai_guess_percent,pre_novel,pre_original,pre_rare,pre_appropriate,pre_feasible,pre_publishable,pre_tt_enjoyed,pre_tt_badly_written,pre_tt_boring,pre_tt_funny,pre_tt_twist,pre_tt_future
6e77a200-7836-4282-8447-30e9f4e8cfb7,nakh8mh5,human_5AI,1.0,50.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,3.0,3.0,3.0,1.0
e539e79a-2027-40ee-b4fa-41e801a9aaf6,yhvo59cr,human,0.0,70.0,3.0,3.0,3.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0
7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,y2mtnagi,human,0.0,20.0,1.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0
31384ef4-687b-40e9-b2b4-7d351e7a741d,tqd9mpdh,human,0.0,17.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,8.0,1.0,3.0,2.0,7.0
071b8067-56fe-44c0-89db-6fb7db2783ee,k3koncsz,human_1AI,1.0,15.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0
1cf347a7-0df2-4ccd-a041-2d19d62fd7e2,bu4hghti,human,0.0,37.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,6.0,4.0,1.0,2.0,1.0
6cbf2b7d-7cd4-45fc-8f3e-16eabb967134,rwsvkwek,human_1AI,1.0,75.0,2.0,1.0,2.0,5.0,6.0,3.0,4.0,7.0,3.0,1.0,2.0,6.0
68b178f0-c784-469d-8357-bf71ba6b4137,btp4roe1,human_5AI,1.0,75.0,8.0,8.0,7.0,8.0,5.0,3.0,7.0,8.0,1.0,1.0,1.0,1.0
13d4b081-ae43-4d66-be97-1ed9453550cd,c2mt5lg5,human_5AI,1.0,92.0,6.0,6.0,5.0,6.0,3.0,2.0,3.0,2.0,5.0,1.0,7.0,2.0
bb98a823-47ad-449f-b573-2dadd99d20c4,umz20en8,human_1AI,1.0,75.0,2.0,2.0,2.0,7.0,6.0,6.0,1.0,3.0,1.0,2.0,2.0,1.0
84184ee1-7a24-4886-aaf7-420b19187f40,1tzg2j4m,human,0.0,50.0,6.0,4.0,4.0,8.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0
cb260fad-db5b-4730-960c-020aa4fd43c5,shgwhy5r,human,0.0,0.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0
a2b02d02-75c5-4d74-9a64-290056383c59,b510s5xt,human,0.0,28.0,5.0,5.0,4.0,8.0,7.0,7.0,7.0,3.0,1.0,2.0,2.0,4.0
1f5e24c3-e0ac-4ae2-bff5-db031010af1c,ihjwyltb,human_1AI,0.0,95.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,9.0,1.0,1.0,2.0
776ba85a-7ec6-40ca-aff0-d2d7627919ec,xknhrspu,human_1AI,0.0,7.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,9.0,1.0,7.0,9.0,7.0
3055442e-4c98-484d-a092-9838823ac08f,wf7rh0g9,human,0.0,52.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,2.0,2.0
ca42e827-d57f-45f9-ac97-5d943f02dc05,p8psqg7w,human,0.0,0.0,7.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,2.0,2.0,4.0,2.0
86fc308b-8603-4b09-9a08-01120769dbed,dh88zsa0,human_5AI,1.0,10.0,7.0,6.0,5.0,8.0,6.0,6.0,5.0,6.0,3.0,2.0,5.0,6.0
81fe43fe-3a93-40b9-8f80-d78ced8a48f7,1w1n16ar,human_1AI,1.0,76.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,6.0,7.0,1.0,3.0,1.0
a65d0909-c6f9-485b-bdb8-d65ab86948d6,q6efi4pr,human_5AI,1.0,50.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,2.0,2.0,7.0,6.0
14f3d216-232c-4b68-9554-3d70e1fc0140,sgtj2up8,human,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,1.0
523680ae-3735-4a57-8e84-f7f0d6dba065,xh535mss,human,0.0,17.0,3.0,5.0,5.0,8.0,7.0,3.0,5.0,7.0,7.0,3.0,3.0,1.0
7c1f842c-eaac-4cb0-b479-56ab375eb0a4,abtymp1c,human,0.0,27.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0
d485db37-7c80-485a-a99a-a6cbcaa8e5b5,rmj80el8,human_1AI,1.0,74.0,2.0,2.0,1.0,7.0,2.0,3.0,5.0,5.0,3.0,1.0,4.0,1.0
e29b0a28-2897-450e-b920-fcd41084a12a,0uwmph64,human_1AI,1.0,85.0,3.0,3.0,1.0,7.0,7.0,8.0,5.0,5.0,4.0,1.0,4.0,1.0
124978c6-f8c9-4d94-829a-fe59c714310b,178kkpsi,human_5AI,1.0,74.0,7.0,5.0,6.0,8.0,7.0,5.0,7.0,7.0,3.0,1.0,2.0,5.0
5df32bc6-8006-44c6-a9bc-802e01cc59ff,ml9a8myu,human_5AI,1.0,65.0,5.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,3.0,4.0,6.0,8.0
01d340cd-bcca-4ef8-bd36-91c2a951b21f,epdwa80w,human_5AI,1.0,50.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,1.0
02bb7805-ba49-420a-be49-5f52f1d4b79e,xvifmk2i,human_1AI,1.0,0.0,1.0,5.0,6.0,3.0,6.0,2.0,5.0,4.0,3.0,1.0,2.0,1.0
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,lzxx136a,human_1AI,1.0,60.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,6.0,4.0,1.0,5.0,6.0
ec53dfb3-d2d5-4cb7-b6cd-dc4edc501559,3ws7y9e8,human,0.0,27.0,4.0,2.0,2.0,6.0,8.0,9.0,7.0,6.0,2.0,1.0,6.0,1.0
e03c09dd-b93b-4353-9be8-54cb6bf32f6a,sjoq1y62,human_5AI,1.0,25.0,5.0,4.0,3.0,7.0,8.0,7.0,6.0,8.0,4.0,6.0,6.0,5.0
02bb7805-ba49-420a-be49-5f52f1d4b79e,xhivxgw9,human_1AI,1.0,100.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,5.0
12734b48-37d5-4495-97ab-3cdda6b4b0bc,gnw1yqrm,human_5AI,0.0,31.0,6.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,3.0,2.0,7.0,5.0
86d1cfb8-1101-40a7-84eb-0c376feb0183,t9kd0rdr,human_5AI,0.0,10.0,6.0,7.0,5.0,8.0,5.0,3.0,6.0,5.0,3.0,3.0,5.0,4.0
00ee16f1-5185-4b84-9c29-5907cc9d5fc7,wtaatd1l,human_5AI,1.0,10.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0
c1b8876a-b970-41aa-9978-40d4853f6373,8ncd68dt,human,0.0,100.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0
7c1f842c-eaac-4cb0-b479-56ab375eb0a4,cjqx8z76,human,0.0,10.0,2.0,1.0,1.0,5.0,3.0,3.0,5.0,3.0,6.0,5.0,2.0,5.0
a93c595e-bd21-42e5-8c65-5bd410cd03af,z9b0aq1o,human_1AI,1.0,32.0,5.0,3.0,3.0,6.0,8.0,6.0,6.0,7.0,3.0,8.0,9.0,2.0
fbc44a26-879c-4df3-ad22-8a4a79af4707,07nlyvko,human,0.0,10.0,4.0,5.0,4.0,7.0,6.0,5.0,6.0,6.0,1.0,1.0,3.0,4.0
57008fac-491d-4959-8638-d0669621e0a7,gotvhjzy,human_5AI,1.0,100.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,6.0,1.0,1.0,1.0
f7376258-d293-44f9-aa07-938361a4e1ee,hs4z3bt8,human_1AI,0.0,82.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,8.0,2.0,5.0,4.0,5.0
b202956d-95f3-46da-8ce7-478d6ad45201,j1bk3ylb,human_5AI,0.0,45.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0
a6567b33-5043-4d3a-8da9-22fb429dc352,h7spas9m,human_5AI,0.0,10.0,5.0,6.0,5.0,6.0,7.0,7.0,5.0,7.0,3.0,1.0,1.0,1.0
7298782e-7bac-4a4a-b322-d4832c0cf6a2,7u742qk0,human_5AI,0.0,39.0,5.0,4.0,4.0,7.0,7.0,8.0,7.0,7.0,3.0,1.0,1.0,6.0
7ced0bf8-d2f9-4827-8b0b-d09f5bf47585,z4xkj69z,human,0.0,50.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0
bd71b316-74a6-467c-abe6-cf0ae664ee76,jevsz7dv,human,0.0,31.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,8.0,3.0,1.0,6.0,4.0
fc178c9a-f8b7-4c81-85f6-1e12b56d60bc,0o0u6wki,human,0.0,70.0,7.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,4.0,5.0,7.0,7.0
37f088e5-ab58-4234-bdd3-e77835d3504b,tv0ci6z1,human_5AI,1.0,1.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,8.0,5.0
ef13676d-0522-4e9e-8d60-cd21a5d12b8d,1k2ophjw,human_1AI,0.0,85.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0
b7c28702-7a1c-4e82-9b92-4422a60440d0,o776dqhj,human_1AI,0.0,48.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,4.0,6.0
a71b9e47-2c40-4bdd-870d-03974cc6d493,59zsw2x2,human_1AI,1.0,65.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,1.0,5.0,8.0,6.0
0958da06-33d6-4f3b-851b-fa9fddffde82,iwn3588b,human_5AI,1.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0
2a6f9c3f-eb70-4442-ad1c-847f19e43161,195rcgh1,human_5AI,1.0,35.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0
559cb1e5-020d-49d8-a63a-c090d7efcf68,9jk0pvd5,human,0.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
1ce297c5-c0a8-4f4e-838a-53de94b8c128,a2dbqzkq,human_1AI,1.0,24.0,6.0,6.0,4.0,8.0,6.0,5.0,9.0,8.0,2.0,8.0,6.0,8.0
288082eb-5ab6-456c-a2c8-5a548d12a42e,y0m3k5sc,human_1AI,1.0,26.0,5.0,5.0,6.0,8.0,8.0,8.0,6.0,5.0,3.0,1.0,5.0,1.0
a68a83bf-cef8-4c7b-975a-60a3ee6352af,1k852lud,human_1AI,0.0,90.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0
da4f173d-16e5-4c97-9a77-fcb435984ddd,hlarg8np,human_5AI,1.0,100.0,3.0,5.0,4.0,4.0,2.0,2.0,6.0,4.0,3.0,8.0,7.0,4.0
d85227b3-1de2-4df3-acec-18891baf76cd,32wc8f8q,human,0.0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,9.0,2.0,1.0,1.0
f4279bec-10ef-4df7-b3d7-00ad270aa124,mxc0ypas,human,0.0,1.0,5.0,6.0,5.0,7.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0
bdc1978a-7332-4c6f-bef3-1ba0c715f5e8,lxjeozxi,human_5AI,1.0,55.0,5.0,5.0,4.0,6.0,7.0,8.0,6.0,6.0,4.0,1.0,1.0,1.0
682e286d-0a42-40d8-9595-4d2fe45ad3f2,y7bj4qv1,human_1AI,1.0,51.0,7.0,7.0,6.0,8.0,8.0,9.0,9.0,9.0,1.0,1.0,7.0,6.0
a2f110ab-01b8-4406-a6e5-94a54aaa2dbb,d492pjnw,human_1AI,0.0,76.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,3.0
ded6cd39-1862-4649-af01-cd0d38586054,djism56m,human_1AI,1.0,10.0,7.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,2.0,2.0,6.0,7.0
36d90373-ec55-4305-996f-5ab6bebec191,w86fdyoy,human_5AI,1.0,0.0,5.0,5.0,5.0,7.0,8.0,7.0,6.0,7.0,2.0,3.0,5.0,4.0
321f7c82-05ab-49ed-8e15-152f538aec1d,m2dmsz8z,human_1AI,1.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,5.0
22988fde-8e34-4df8-ab1e-d1da1057c457,7rrrcots,human_1AI,1.0,50.0,9.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,2.0,1.0,1.0,2.0
a2d70f55-973a-4fcf-9649-233064d41830,4m5j7dvf,human_5AI,1.0,50.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,6.0,1.0,1.0,1.0
fcda37fd-3057-4430-96bc-0475cf3b1c8f,32l7r9qd,human,0.0,79.0,5.0,5.0,4.0,8.0,6.0,7.0,8.0,6.0,3.0,3.0,5.0,3.0
5722bccc-2f26-47ed-b1f6-6dcebec69963,pcn14xc1,human_5AI,1.0,50.0,7.0,7.0,5.0,8.0,8.0,9.0,8.0,8.0,2.0,1.0,5.0,8.0
7e679441-d793-4967-a395-60329e3067bc,8dpg84k1,human_1AI,1.0,23.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
e29b0a28-2897-450e-b920-fcd41084a12a,9cem8zl4,human_1AI,1.0,14.0,6.0,3.0,5.0,9.0,7.0,5.0,6.0,7.0,1.0,1.0,3.0,4.0
90d2d339-33ae-4578-b5ce-d1be4955b74e,aexmtfzo,human_1AI,0.0,94.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,1.0,7.0,2.0
6cbf2b7d-7cd4-45fc-8f3e-16eabb967134,jq2t2oqx,human_1AI,1.0,56.0,5.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,4.0,5.0,2.0,2.0
d9d1d62f-cbfa-473d-884f-e9cda653ce4a,3ak8pr1l,human_5AI,1.0,75.0,4.0,4.0,5.0,7.0,7.0,6.0,4.0,4.0,6.0,2.0,2.0,3.0
f56b29de-e725-4250-bd56-550ee975ec89,8jsjeac4,human_5AI,0.0,25.0,5.0,4.0,4.0,7.0,7.0,6.0,5.0,5.0,6.0,1.0,3.0,1.0
3d2c8b8e-a782-4b21-979f-43ca387d98ce,vsbidm0r,human,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0
34bf225b-43e6-4cfb-8844-d52419dc4906,kmmnjwmx,human_5AI,1.0,10.0,3.0,3.0,2.0,3.0,4.0,6.0,4.0,5.0,2.0,2.0,1.0,1.0
40170aeb-ede7-4021-a39c-ad6a5da1c5ee,oqzanw4y,human_5AI,1.0,25.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,2.0,1.0,6.0,5.0
392d38b8-ac42-421a-a78a-a252b72d8b8f,wr14gw3q,human_1AI,1.0,82.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,8.0,1.0,1.0,1.0
0a711253-bdc8-4020-ae33-b658d33292ff,j6csvdpf,human_1AI,1.0,20.0,5.0,4.0,2.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,1.0,1.0
6808d151-dca3-4897-8e05-1c8757b1b671,axm5rd5q,human_1AI,1.0,61.0,5.0,5.0,8.0,4.0,3.0,3.0,3.0,4.0,7.0,3.0,5.0,3.0
2d6ece38-3984-441a-88dc-c31f16d8567b,afi1byy8,human_1AI,1.0,26.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0,8.0,2.0,4.0,4.0,4.0
19074bee-b1bc-419c-b681-e2058216e490,gosnfj7w,human_5AI,1.0,0.0,7.0,7.0,6.0,9.0,9.0,7.0,8.0,9.0,1.0,1.0,5.0,1.0
9e5e5e56-151a-44cd-8376-f81c66f78b38,4zhj3jjm,human,0.0,10.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,1.0,3.0,2.0
f4837cf6-2112-4a94-a0d4-eb99ebf4e102,8hsrzggw,human_1AI,0.0,50.0,1.0,1.0,1.0,9.0,7.0,7.0,3.0,3.0,1.0,1.0,1.0,2.0
94e2dbef-ba04-4efb-ad39-41260d0247bd,889qxxzn,human_5AI,1.0,30.0,6.0,5.0,2.0,4.0,5.0,8.0,3.0,6.0,6.0,4.0,8.0,4.0
fb4a7a93-0dcb-462d-9b64-92428dc44a45,uawzb0ac,human,0.0,22.0,7.0,5.0,5.0,8.0,8.0,9.0,7.0,9.0,1.0,1.0,1.0,4.0
06d50c34-6f52-4e4b-a94e-81f1963cad70,aua75fup,human_5AI,1.0,40.0,7.0,5.0,4.0,7.0,7.0,8.0,7.0,6.0,6.0,3.0,5.0,3.0
bf2e339f-0e64-466f-91ca-e9f1b26935d2,robqsc0o,human,0.0,100.0,9.0,9.0,9.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,9.0,1.0
86fc308b-8603-4b09-9a08-01120769dbed,5s7cas7r,human_5AI,1.0,25.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,4.0
828c7ca4-abbc-407e-8afc-75d188bb2454,1d6na5ai,human_1AI,1.0,76.0,7.0,7.0,8.0,9.0,9.0,8.0,8.0,9.0,4.0,4.0,6.0,7.0
7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,gm2f4bgm,human,0.0,26.0,3.0,2.0,2.0,6.0,3.0,2.0,3.0,4.0,7.0,1.0,1.0,2.0
b19f58c5-a51e-4e0f-b5fd-0262486011ae,xik80c18,human_5AI,1.0,25.0,6.0,4.0,3.0,8.0,8.0,6.0,3.0,5.0,6.0,4.0,4.0,2.0
50e285df-c7e0-4df7-8ee7-bbcd1c899cca,jirpxswq,human_1AI,1.0,94.0,5.0,5.0,5.0,9.0,6.0,5.0,6.0,5.0,1.0,1.0,5.0,5.0
57008fac-491d-4959-8638-d0669621e0a7,e85tgads,human_5AI,1.0,50.0,6.0,7.0,4.0,8.0,6.0,5.0,7.0,8.0,5.0,1.0,2.0,7.0
173c7706-0e61-4620-9a0e-3df8bbfa845c,5919opxs,human,0.0,15.0,2.0,2.0,3.0,4.0,5.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0
8f962717-825a-44d1-8c70-11e538b2e210,t6dv7ks1,human_5AI,1.0,14.0,5.0,5.0,4.0,7.0,9.0,9.0,9.0,8.0,1.0,2.0,8.0,4.0
c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,uvlsdovu,human_1AI,1.0,75.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,3.0
6cf0f3e4-b380-4d82-8145-3768e7bbfc93,8f58m5ae,human_5AI,1.0,40.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0
61264962-4daa-4ee8-bc77-19ca6fc6e4b5,ncqihdx0,human,0.0,77.0,4.0,4.0,4.0,9.0,9.0,9.0,6.0,7.0,3.0,4.0,5.0,4.0
ae471e6a-1d8c-4514-bec5-047dfb21703e,p5s4t26l,human_1AI,0.0,79.0,4.0,4.0,1.0,8.0,6.0,6.0,7.0,6.0,2.0,3.0,5.0,2.0
e6b1242a-eb53-470a-bf9b-852426fba95b,gaqvzf31,human,0.0,7.0,4.0,4.0,3.0,8.0,7.0,7.0,6.0,5.0,6.0,1.0,1.0,2.0
c0002a1c-09c6-4939-8524-acc0671b187b,ankagdcl,human_5AI,1.0,86.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,7.0,1.0,2.0,3.0
b154fc7f-cba2-4b7b-84d3-3e910eb07be9,qh4ozi2t,human_1AI,1.0,39.0,6.0,6.0,4.0,7.0,6.0,4.0,4.0,4.0,3.0,2.0,6.0,4.0
6de29543-7e86-4aee-b61e-3bbdf75cfacd,t91lmri7,human,0.0,94.0,4.0,6.0,5.0,6.0,6.0,5.0,8.0,8.0,2.0,3.0,1.0,5.0
0b8ad86c-4e7f-46c2-8145-3d4596d7a13f,yxondqdg,human_1AI,0.0,25.0,6.0,7.0,6.0,9.0,8.0,7.0,5.0,7.0,2.0,2.0,6.0,3.0
695524f2-aebd-42ef-a7c1-8e6818de6e01,z5jnci7q,human,0.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,9.0,1.0,1.0,1.0
5722bccc-2f26-47ed-b1f6-6dcebec69963,65pzi6wb,human_5AI,1.0,20.0,7.0,7.0,3.0,8.0,7.0,6.0,7.0,7.0,2.0,2.0,5.0,6.0
321f7c82-05ab-49ed-8e15-152f538aec1d,6uoe5lln,human_1AI,1.0,36.0,5.0,5.0,3.0,7.0,6.0,7.0,7.0,4.0,2.0,3.0,8.0,6.0
32fd4cd2-8aa1-4dde-ac62-896cf13011bd,6yud49wm,human_5AI,1.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
db6630b5-29db-4042-b79f-beb5e5dc81d1,j1rwgdle,human_5AI,1.0,100.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,2.0,6.0,1.0,2.0,2.0
776ba85a-7ec6-40ca-aff0-d2d7627919ec,cmmava8w,human_1AI,0.0,45.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,5.0,3.0,6.0,7.0,5.0
d9d1d62f-cbfa-473d-884f-e9cda653ce4a,tq3g1u4q,human_5AI,1.0,42.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,2.0,3.0,2.0
594f14e8-be52-438e-bae8-e1a7d2585951,mzwjxvwe,human,0.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,2.0,1.0,8.0,7.0
448d41f3-9b57-44f1-9ac9-c3f608e284ff,mwitjlpd,human_5AI,1.0,75.0,4.0,4.0,1.0,8.0,8.0,9.0,5.0,3.0,1.0,1.0,6.0,1.0
7086605c-efec-4e8c-867f-9c3e26ba5869,zzf3dk4w,human,0.0,93.0,7.0,3.0,1.0,8.0,5.0,4.0,6.0,7.0,3.0,1.0,1.0,1.0
e2c83117-b1bb-47f1-9a49-1fdcfe06ae22,wopnsquf,human_5AI,0.0,60.0,5.0,5.0,4.0,6.0,7.0,8.0,8.0,7.0,1.0,1.0,4.0,5.0
d9d87931-6293-4e67-b582-78b8ec19044f,92gl13qd,human_5AI,1.0,71.0,4.0,3.0,3.0,9.0,6.0,3.0,6.0,5.0,3.0,1.0,2.0,2.0
e539e79a-2027-40ee-b4fa-41e801a9aaf6,4soj25k6,human,0.0,83.0,7.0,8.0,7.0,9.0,8.0,8.0,5.0,3.0,2.0,1.0,5.0,3.0
a71b9e47-2c40-4bdd-870d-03974cc6d493,14khcfx6,human_1AI,1.0,45.0,6.0,7.0,1.0,7.0,7.0,7.0,7.0,8.0,1.0,1.0,8.0,6.0
3d0653a6-eab4-418c-bc06-25f06fe8614e,z0pnrgfn,human,0.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0
fcda37fd-3057-4430-96bc-0475cf3b1c8f,233xea8m,human,0.0,50.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,3.0,8.0,1.0,3.0,1.0
01d340cd-bcca-4ef8-bd36-91c2a951b21f,a2dq8rne,human_5AI,1.0,40.0,3.0,6.0,5.0,9.0,5.0,5.0,6.0,7.0,1.0,6.0,6.0,5.0
5229cb92-c3db-4434-b923-e96e0c7cbdfe,4cg8kf0u,human,1.0,79.0,3.0,3.0,2.0,9.0,5.0,5.0,6.0,8.0,1.0,1.0,4.0,3.0
f339a280-e835-4165-be41-5cda6fb1604f,zl07doqh,human,0.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,1.0,1.0,8.0,6.0
4c7ed3b3-553d-4b13-b60a-ee594ad8890d,h9sfegt9,human_5AI,1.0,50.0,6.0,6.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,7emjawxc,human_1AI,1.0,37.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,2.0,1.0,6.0,5.0
ec53dfb3-d2d5-4cb7-b6cd-dc4edc501559,k5w7o6cb,human,0.0,24.0,2.0,1.0,1.0,9.0,8.0,7.0,5.0,5.0,4.0,1.0,6.0,1.0
ab650f9e-6a50-4098-a8e2-9dd4c4785a96,rtdbf8xn,human_1AI,1.0,70.0,5.0,7.0,6.0,8.0,5.0,6.0,5.0,6.0,3.0,3.0,6.0,5.0
2d6ece38-3984-441a-88dc-c31f16d8567b,ui5tzn3g,human_1AI,1.0,75.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,1.0,7.0,1.0,2.0,3.0
7086605c-efec-4e8c-867f-9c3e26ba5869,7ngooiwd,human,0.0,51.0,3.0,4.0,3.0,8.0,7.0,7.0,6.0,6.0,5.0,1.0,4.0,4.0
1bd16c85-78a6-4905-a0b8-23baa64e70bd,u1iro3iy,human_5AI,1.0,35.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,2.0,1.0,7.0,5.0
cb260fad-db5b-4730-960c-020aa4fd43c5,5abbychi,human,0.0,16.0,6.0,8.0,5.0,3.0,3.0,6.0,9.0,9.0,1.0,2.0,9.0,9.0
7a4e8dbd-53f9-4472-a0f3-fdc116b5de62,al292jhs,human_1AI,0.0,70.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0
a65d0909-c6f9-485b-bdb8-d65ab86948d6,fbc0hyzk,human_5AI,1.0,40.0,3.0,3.0,3.0,4.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0
7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,vt2oivfb,human,0.0,83.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,2.0,1.0,2.0
10949004-b7ca-429d-b84e-0ed16b0cb888,ocmdhkl6,human_5AI,0.0,51.0,4.0,4.0,4.0,7.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0
cf03d4be-d9a4-4f9a-951e-cc07487684de,vqi202u5,human_5AI,1.0,50.0,7.0,5.0,5.0,9.0,9.0,9.0,9.0,8.0,1.0,7.0,8.0,3.0
86d1cfb8-1101-40a7-84eb-0c376feb0183,iz9t2t7p,human_5AI,0.0,74.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,6.0,1.0,5.0,2.0
e2c83117-b1bb-47f1-9a49-1fdcfe06ae22,1a80vvtk,human_5AI,0.0,41.0,6.0,6.0,4.0,5.0,7.0,6.0,7.0,8.0,2.0,3.0,4.0,5.0
639243a3-70f1-493c-a3d6-238c924d4dc6,v4n9ix0y,human_1AI,1.0,96.0,3.0,3.0,2.0,6.0,7.0,4.0,4.0,4.0,7.0,1.0,8.0,1.0
19074bee-b1bc-419c-b681-e2058216e490,r1t1mtrr,human_5AI,1.0,11.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,5.0,3.0,1.0,6.0,1.0
