story_id,ai_used_actual,evaluator_code,post_authors_ideas,post_ownership,post_profit,post_ai_assist
14f3d216-232c-4b68-9554-3d70e1fc0140,0,50ucvh5k,7.0,7.0,0,0
b202956d-95f3-46da-8ce7-478d6ad45201,0,er3krbnt,3.0,2.0,0,42
2e535ed9-2f1d-4f25-8c66-f00cfd62fbad,0,aze6aziw,5.0,3.0,0,73
2cfd6f2a-370d-434c-81a9-8f9206ed35c9,0,xpauv7g5,9.0,9.0,0,0
927090d6-261c-47ed-87d1-6f1af46168f4,0,tw8tnomm,9.0,9.0,0,76
c3191a9e-09cd-416f-a63b-aadf18bfa597,0,lwsk7m2b,9.0,9.0,0,0
6edb9f32-adf8-4513-8b2b-0615980a16df,1,fye2e0on,7.0,7.0,75,80
bb98a823-47ad-449f-b573-2dadd99d20c4,1,qjb53tr9,7.0,7.0,100,25
a93c595e-bd21-42e5-8c65-5bd410cd03af,1,n69dj1da,4.0,6.0,66,82
c3df61ef-db61-4d63-8033-442f78804201,0,79lcrl6a,7.0,9.0,0,4
3cfc0142-ef2a-4a44-a484-a18567bad980,1,5ykcuul6,5.0,5.0,50,75
bf5fd31f-d73b-4522-8f01-ac267ba9abd6,0,h6wh6ii5,6.0,7.0,74,49
682e286d-0a42-40d8-9595-4d2fe45ad3f2,1,jsttsexw,1.0,1.0,25,100
c0002a1c-09c6-4939-8524-acc0671b187b,1,ej5fflk5,6.0,5.0,49,89
b154fc7f-cba2-4b7b-84d3-3e910eb07be9,1,73h7p1tq,7.0,6.0,61,92
6dc842a7-8156-42a7-80fa-d26f74b0d86b,1,q52caddh,9.0,9.0,100,0
4e7be9c4-68b8-4df0-8cb5-ed81a9b59e5d,0,5r51wo9q,9.0,9.0,0,100
40170aeb-ede7-4021-a39c-ad6a5da1c5ee,1,6idptirt,3.0,2.0,37,77
c2a5d782-57a2-4af7-ba39-2080319388cb,1,akdh3q0x,5.0,5.0,75,65
d9d1d62f-cbfa-473d-884f-e9cda653ce4a,1,9z19wrzt,1.0,1.0,0,100
fb6ed7ee-5158-4c2f-a222-15cedcda0718,1,xro9007i,5.0,5.0,64,32
51a0c18d-3650-478b-9a03-c9cb9a0ba697,0,1u14m0z2,7.0,6.0,0,49
c6bc5ab0-7b03-45e5-8d64-2cc554967f75,1,6mpwz2tm,7.0,7.0,85,50
eed9ba9d-ab2b-4aab-96bc-782243ff1f06,1,s62pwkjc,4.0,3.0,57,45
5722bccc-2f26-47ed-b1f6-6dcebec69963,1,m32wg73n,8.0,9.0,100,45
ce0263cc-b96f-4196-96d0-2d3aa043f53e,0,103crvzd,7.0,7.0,0,74
36d90373-ec55-4305-996f-5ab6bebec191,1,bffyt9xq,3.0,3.0,30,74
82b08721-72c1-4bfe-b09b-511b3b03f484,0,qgkm2gza,9.0,9.0,0,15
3d2c8b8e-a782-4b21-979f-43ca387d98ce,0,pwfbe9se,9.0,9.0,0,100
3330f40e-23dc-42c2-9cb9-716eb37faaa3,0,c4c9topa,7.0,8.0,0,10
3055442e-4c98-484d-a092-9838823ac08f,0,5x2gccf5,9.0,9.0,0,50
2daeadf6-9297-40da-941c-b25177a96b8a,1,vyi5wonc,6.0,8.0,100,0
1cf347a7-0df2-4ccd-a041-2d19d62fd7e2,0,yj4yrrj7,9.0,9.0,0,100
d4b9806e-ef03-4992-b102-4f39bec52e1e,0,l50l0t7u,2.0,5.0,0,100
f3a0bc3c-e9c3-4c94-9c0d-611e7a26b49b,0,wslbe503,9.0,9.0,0,5
2be119b4-dee7-426f-b135-2da6580456f1,0,d2l4oj3u,5.0,6.0,0,76
9e5e5e56-151a-44cd-8376-f81c66f78b38,0,tk8842b0,2.0,4.0,0,95
2da7915a-c2cf-4289-962a-791300100a1a,1,omkbbhhe,3.0,9.0,99,99
29eba647-475a-48f0-8244-2eee57fbcc0c,0,d0ehlt6u,3.0,3.0,49,87
0e602d99-dd89-49db-b7b1-f9c8b7278ab4,1,rovngv1u,7.0,7.0,94,25
d9d87931-6293-4e67-b582-78b8ec19044f,1,368npmx2,3.0,3.0,30,100
74655c74-6359-4c3b-8289-426d98d20e9d,0,3rnsl4ec,8.0,8.0,0,5
99ef06e6-7930-4121-918d-b64c0dc4e885,1,jduft0at,4.0,2.0,51,51
5587d7fa-61be-4e15-8227-f08cf8dd0e38,0,awxnuese,9.0,9.0,0,37
0700e775-44f7-47b9-aec5-078516a9032c,0,3jcw1x6s,9.0,9.0,0,100
5b7a516e-a054-4a70-a679-25ff3c8b9387,0,2vt1w9v4,9.0,9.0,0,4
91ccea5b-0d04-4da0-b72f-f9e5f4dd0cff,0,djs81afv,7.0,7.0,75,73
52bf1e70-c9fd-4754-964b-953a0d21a17a,0,tjwxxkgz,9.0,9.0,0,1
b57f6807-026c-4bbe-a71a-18b62635728b,1,3q3gwsf2,8.0,8.0,100,50
a65d0909-c6f9-485b-bdb8-d65ab86948d6,1,jpvty1l3,8.0,8.0,100,40
b299254c-cd49-4610-806d-4b53512d3e92,1,mnnllhb0,8.0,8.0,97,50
a75ba6ab-43b0-46f0-abee-5bb07d5eb7e0,0,xr0dhefd,7.0,8.0,0,49
a6d79eec-baff-45fd-962e-ffce6f909692,0,kkfcihaa,9.0,9.0,0,71
a610f7e4-a9a3-428d-8f5c-100f37d872e2,1,5nwve1jt,3.0,3.0,25,0
9e5e5e56-151a-44cd-8376-f81c66f78b38,0,kkqkm8c3,9.0,9.0,0,75
9d5b101d-4caf-4c90-8d93-4ea75112bdb7,0,nkf2ss0o,5.0,5.0,50,100
863d7eaf-eb05-4d14-8804-6123d8c04d86,0,f02yzw1v,9.0,9.0,0,26
8cd2199c-6ae5-432f-a53e-791f137d81af,0,vnbvro81,8.0,8.0,0,9
971f10d3-df07-40be-903a-6294cf6fefb0,1,ijtt7ixk,6.0,7.0,100,48
b19f58c5-a51e-4e0f-b5fd-0262486011ae,1,fusb0o36,4.0,7.0,80,90
846436df-7dee-4c20-a83a-711251f48828,0,pain2sfj,8.0,9.0,100,50
3d0653a6-eab4-418c-bc06-25f06fe8614e,0,b7uotdiu,9.0,9.0,0,1
6e77a200-7836-4282-8447-30e9f4e8cfb7,1,mbh2ap2j,5.0,5.0,51,50
b95e11e4-ba37-478a-b595-cbbe9132db6e,1,gtqg4alu,1.0,2.0,17,71
7a4e8dbd-53f9-4472-a0f3-fdc116b5de62,0,yfr42n54,6.0,7.0,68,52
3a9e5a23-f1ea-430b-a934-62ee3e724008,1,s8s8r6od,5.0,6.0,75,75
00ee16f1-5185-4b84-9c29-5907cc9d5fc7,1,280ia2hf,3.0,7.0,15,83
22988fde-8e34-4df8-ab1e-d1da1057c457,1,a644lk9a,4.0,4.0,38,56
bdc1978a-7332-4c6f-bef3-1ba0c715f5e8,1,6npwvr3e,8.0,8.0,89,49
d4b9806e-ef03-4992-b102-4f39bec52e1e,0,ymb5zqil,9.0,9.0,0,40
bece387a-c784-43ce-b762-2627cc6456af,0,tgoccmze,9.0,9.0,0,80
57008fac-491d-4959-8638-d0669621e0a7,1,v1sur4uk,5.0,4.0,70,50
639243a3-70f1-493c-a3d6-238c924d4dc6,1,kilzznok,3.0,3.0,50,24
4e7be9c4-68b8-4df0-8cb5-ed81a9b59e5d,0,x4vgyedy,9.0,9.0,0,0
40170aeb-ede7-4021-a39c-ad6a5da1c5ee,1,5li28yxl,8.0,2.0,47,72
6808d151-dca3-4897-8e05-1c8757b1b671,1,f885ccqs,5.0,5.0,29,52
448d41f3-9b57-44f1-9ac9-c3f608e284ff,1,7jls4mv4,3.0,3.0,44,9
487d8021-b059-428a-aa61-0ad8ca8220a8,0,gpomtmrc,2.0,2.0,75,25
ca42e827-d57f-45f9-ac97-5d943f02dc05,0,3ofllhfr,9.0,9.0,0,24
392d38b8-ac42-421a-a78a-a252b72d8b8f,1,hsd4wpdh,9.0,9.0,99,0
f3a0bc3c-e9c3-4c94-9c0d-611e7a26b49b,0,fkrm3kl1,9.0,9.0,0,20
3e0544cf-2ebd-4850-a5e2-8d9de8e94a21,0,53jw9rdh,8.0,8.0,0,50
49dc8a44-7527-4bf3-b79a-52a6f1f9f416,1,34kj7eks,7.0,7.0,5,50
2cfd6f2a-370d-434c-81a9-8f9206ed35c9,0,ed1to2ie,9.0,9.0,0,75
c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,1,q273nx5o,9.0,9.0,50,0
18693e2d-f85c-47f7-be15-b056183f0b66,0,0zx4uzgc,7.0,8.0,15,24
5587d7fa-61be-4e15-8227-f08cf8dd0e38,0,lni5v0k5,9.0,9.0,0,25
3b7cb450-be71-43a3-bf3e-c882572369ec,0,h6yd9u8a,9.0,9.0,0,0
e8a698ff-7fba-4cd9-987f-273c3abe7fba,0,6gleibvz,3.0,3.0,0,74
f509c7eb-889d-4726-86e2-1a074399cdc0,1,gs7anie3,7.0,7.0,80,74
36d90373-ec55-4305-996f-5ab6bebec191,1,20i1coc0,8.0,8.0,76,24
fcda37fd-3057-4430-96bc-0475cf3b1c8f,0,7dd9fk68,9.0,9.0,0,19
3330f40e-23dc-42c2-9cb9-716eb37faaa3,0,a4pyn1if,8.0,8.0,0,4
08605b08-d2d6-477f-90da-eabbd616bb94,1,oj6yzrsw,6.0,6.0,50,60
1f5e24c3-e0ac-4ae2-bff5-db031010af1c,0,zwif85p2,6.0,6.0,50,74
17918fa7-6907-45ff-8929-406cc7a943ef,1,lloq116c,2.0,2.0,7,49
fb6ed7ee-5158-4c2f-a222-15cedcda0718,1,yrhfep3w,6.0,6.0,50,49
b94fdf1d-bcd3-4526-831f-7f0fc56b86b7,1,5f31b64c,4.0,5.0,50,75
06d50c34-6f52-4e4b-a94e-81f1963cad70,1,9acp9gpi,6.0,4.0,50,10
a6567b33-5043-4d3a-8da9-22fb429dc352,0,raher31c,6.0,9.0,100,100
92aeebce-c4f4-4c12-bcfe-787e838884ea,0,2mfm7i7u,3.0,4.0,30,80
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,1,ynt1ft7z,5.0,4.0,66,40
be8b23f4-6041-4cf1-9df5-c4295d5a76b6,0,0id9yfub,9.0,9.0,0,60
35d478bf-e51f-4026-b27e-fcba99c5b541,0,xx9b41li,5.0,7.0,5,41
99ef06e6-7930-4121-918d-b64c0dc4e885,1,eihpqgxo,2.0,2.0,37,12
ded6cd39-1862-4649-af01-cd0d38586054,1,xjmrfimw,8.0,8.0,77,62
bf2e339f-0e64-466f-91ca-e9f1b26935d2,0,2ivtgkyn,9.0,9.0,0,0
d2b204e3-3cd9-474f-aa05-f5fdc88aa015,0,lrlajkoq,9.0,9.0,0,75
bece387a-c784-43ce-b762-2627cc6456af,0,xmugz3ep,9.0,9.0,0,5
14f3d216-232c-4b68-9554-3d70e1fc0140,0,z1suyduo,9.0,9.0,0,78
bf5fd31f-d73b-4522-8f01-ac267ba9abd6,0,b8vvpbp3,6.0,5.0,65,0
c3933595-b0b7-4050-9e25-0cb0ce82e032,0,8ho3x1xr,9.0,9.0,0,80
b19f58c5-a51e-4e0f-b5fd-0262486011ae,1,ogbw9gyw,9.0,9.0,100,0
da4f173d-16e5-4c97-9a77-fcb435984ddd,1,mv6niqwn,9.0,9.0,100,75
3e5480ae-186e-4ae5-84fa-45eff245ad5d,1,3dbyk62z,4.0,5.0,50,75
392d38b8-ac42-421a-a78a-a252b72d8b8f,1,x34552z9,6.0,5.0,60,15
4b522f13-32a9-4c49-a11e-68d169ca7654,1,yxrbebwq,5.0,4.0,40,75
c3df61ef-db61-4d63-8033-442f78804201,0,eophih8t,9.0,9.0,0,1
62cdfece-43dd-451a-80d4-98182ab75885,0,7wg87ome,8.0,8.0,0,27
695524f2-aebd-42ef-a7c1-8e6818de6e01,0,cx23mahm,7.0,9.0,0,35
c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,1,fx7i38er,6.0,6.0,40,60
a9950797-cc6f-468a-acfd-cb6f4d9fe4b9,0,lm29jouh,8.0,8.0,100,53
e539e79a-2027-40ee-b4fa-41e801a9aaf6,0,5ovvaoaq,8.0,8.0,0,13
f3eadea7-021d-469b-8eef-0508ccc852c2,1,fq85qgbr,2.0,2.0,25,0
57008fac-491d-4959-8638-d0669621e0a7,1,fabv64v7,7.0,7.0,75,50
6edb9f32-adf8-4513-8b2b-0615980a16df,1,55vf7v1q,9.0,9.0,100,50
971f10d3-df07-40be-903a-6294cf6fefb0,1,7h82mfii,6.0,6.0,48,13
d1b64760-12b9-4490-98b4-d8d251bb4657,1,jyqhpw08,4.0,6.0,60,25
7a4e8dbd-53f9-4472-a0f3-fdc116b5de62,0,2bfbja13,7.0,4.0,73,63
d5d0b4f8-195a-4985-90ad-39c87ec3a059,1,n4uuvpgu,5.0,5.0,50,25
5722bccc-2f26-47ed-b1f6-6dcebec69963,1,txc44xyk,6.0,5.0,49,38
3a502b29-e6f1-4e4a-aba2-b83bff58887a,0,43dk7ggs,9.0,9.0,0,0
2daeadf6-9297-40da-941c-b25177a96b8a,1,vxpjyb25,4.0,3.0,51,50
e3dcb12c-cae9-4129-ac5b-9e0f7f7756a9,0,25ge2ptz,7.0,9.0,0,85
bdc1978a-7332-4c6f-bef3-1ba0c715f5e8,1,ef0qyppy,4.0,4.0,44,74
1c26bad9-2258-47f1-9858-ae9efc313b28,0,hd3bqzfr,9.0,9.0,0,10
d66d4109-fa0d-437d-9c8e-c69759aaf368,0,ci9ihuay,3.0,1.0,30,50
2a6f9c3f-eb70-4442-ad1c-847f19e43161,1,vu1xk858,6.0,7.0,72,52
08605b08-d2d6-477f-90da-eabbd616bb94,1,xpffc1oc,1.0,2.0,10,100
e8a698ff-7fba-4cd9-987f-273c3abe7fba,0,9ps4ra03,9.0,9.0,0,25
b7c28702-7a1c-4e82-9b92-4422a60440d0,0,amkhybhm,9.0,9.0,0,26
1f5e24c3-e0ac-4ae2-bff5-db031010af1c,0,zhvkumrz,8.0,8.0,79,48
fb4a7a93-0dcb-462d-9b64-92428dc44a45,0,7b54q8k9,6.0,6.0,0,53
ef13676d-0522-4e9e-8d60-cd21a5d12b8d,0,1l7d1yuw,7.0,5.0,75,55
195ced3e-9ef0-40de-b7fc-1fb567cfe1be,1,7rqndgt8,4.0,4.0,49,78
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,1,xqijd49s,7.0,3.0,25,89
9d5b101d-4caf-4c90-8d93-4ea75112bdb7,0,ujcp48xz,4.0,4.0,50,6
a2d70f55-973a-4fcf-9649-233064d41830,1,r369t035,4.0,4.0,25,34
fdd506b9-5dab-4008-8719-786ba25bd600,0,2cdo0y1w,7.0,9.0,0,61
124978c6-f8c9-4d94-829a-fe59c714310b,1,npwfhvwf,6.0,6.0,51,22
9d30c190-47dd-42fd-915d-8795ec31e5c5,0,lgxwuwqq,7.0,8.0,0,84
a6d79eec-baff-45fd-962e-ffce6f909692,0,wwnfpa3i,9.0,9.0,0,72
997db0f8-af39-4881-b5b2-1aa64dd16030,0,3sk9ox8z,8.0,8.0,0,10
f339a280-e835-4165-be41-5cda6fb1604f,0,m4cqnxwl,9.0,9.0,0,25
846436df-7dee-4c20-a83a-711251f48828,0,f168j9u9,8.0,8.0,100,0
193a1464-fc8a-42ab-8848-e0688af7e0fd,1,srf3rh5g,7.0,7.0,90,60
be8b23f4-6041-4cf1-9df5-c4295d5a76b6,0,rsnop8c5,9.0,9.0,0,0
a2f110ab-01b8-4406-a6e5-94a54aaa2dbb,0,qm00f4rw,9.0,9.0,92,41
883982ae-c0f6-4795-9421-aa2768ea16e6,0,p95gze3r,7.0,7.0,0,20
05ca1ff6-7b93-4b86-9307-bf710664dd0f,0,qfwodf79,8.0,7.0,0,43
164c2d23-06b5-41e3-9540-6cd3f804ea5b,0,vwllgztz,8.0,8.0,0,26
c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,1,itjyz3lm,5.0,9.0,75,60
3d2c8b8e-a782-4b21-979f-43ca387d98ce,0,egyh8u7m,4.0,5.0,0,26
a75ba6ab-43b0-46f0-abee-5bb07d5eb7e0,0,ouwda0np,7.0,7.0,0,60
9d532481-e080-4043-b0f8-16829df777e8,1,hajaudn5,9.0,9.0,1,0
ab650f9e-6a50-4098-a8e2-9dd4c4785a96,1,l0su5uvh,5.0,5.0,75,51
cf149237-6fb4-458c-b1fc-f8df29d2deb0,1,epp33i0v,6.0,5.0,0,41
695524f2-aebd-42ef-a7c1-8e6818de6e01,0,y547hztq,8.0,9.0,0,3
d9d87931-6293-4e67-b582-78b8ec19044f,1,dw2dmllj,2.0,2.0,50,50
86fc308b-8603-4b09-9a08-01120769dbed,1,g2v56yge,9.0,9.0,100,10
a6567b33-5043-4d3a-8da9-22fb429dc352,0,0sh17m41,2.0,2.0,49,57
14f3d216-232c-4b68-9554-3d70e1fc0140,0,qwkohrpb,5.0,5.0,0,74
32fd4cd2-8aa1-4dde-ac62-896cf13011bd,1,zi7nnn89,3.0,2.0,10,8
c1991637-c38f-4bae-8e06-6f0becdacfe3,1,9a0kku5u,9.0,9.0,100,100
4c7ed3b3-553d-4b13-b60a-ee594ad8890d,1,0zh7emrd,1.0,1.0,10,50
1ce297c5-c0a8-4f4e-838a-53de94b8c128,1,k83yfsd1,7.0,8.0,90,68
b57f6807-026c-4bbe-a71a-18b62635728b,1,r0nvf21k,6.0,5.0,59,58
3e5480ae-186e-4ae5-84fa-45eff245ad5d,1,osplc4n5,6.0,7.0,82,73
6b6d97bc-5b30-4643-a572-f4ff2e2ec973,0,zk0enfhg,5.0,8.0,100,90
d9d1d62f-cbfa-473d-884f-e9cda653ce4a,1,cp2m4tgg,3.0,2.0,5,10
ad294208-cc7b-4aa5-91f5-bba5d419f065,1,rukcpe77,7.0,8.0,91,34
3d0653a6-eab4-418c-bc06-25f06fe8614e,0,27szennb,1.0,1.0,0,100
cf03d4be-d9a4-4f9a-951e-cc07487684de,1,1eoxm04m,5.0,5.0,45,50
c401d343-3885-4a67-a28d-8baa7180f745,1,skrodzah,6.0,1.0,50,0
52bf1e70-c9fd-4754-964b-953a0d21a17a,0,senriny0,9.0,9.0,0,75
ef13676d-0522-4e9e-8d60-cd21a5d12b8d,0,ps2dbopg,8.0,8.0,90,35
53c1820d-c840-40af-a8b9-7af9bc6bdc7c,0,c9hgm5tm,7.0,9.0,0,0
d58324db-aafc-4c56-8550-aa80d92b6fc8,0,9wwe64ny,9.0,9.0,90,80
4b522f13-32a9-4c49-a11e-68d169ca7654,1,83jiq9nt,5.0,9.0,100,70
6e2752d3-ba40-4b6a-ab6c-65bd82082f2f,1,yy17vkxx,3.0,5.0,50,50
9d5b101d-4caf-4c90-8d93-4ea75112bdb7,0,4eqljd7x,8.0,8.0,60,75
e588666a-a560-466e-8494-aa64a1d06807,1,mm79tn84,7.0,2.0,74,0
3e150849-a7a9-4c64-be45-0134d9afd6fa,1,ag6bfphw,7.0,7.0,80,45
fc178c9a-f8b7-4c81-85f6-1e12b56d60bc,0,neuxoryg,7.0,7.0,0,10
0c4b080a-4850-42f3-99fe-a8b386bc318e,0,4da7udwu,7.0,8.0,0,100
81fe43fe-3a93-40b9-8f80-d78ced8a48f7,1,1qae9gbi,5.0,4.0,50,65
9d30c190-47dd-42fd-915d-8795ec31e5c5,0,2u97fnv5,7.0,5.0,0,40
828c7ca4-abbc-407e-8afc-75d188bb2454,1,vg3nohdf,6.0,6.0,25,0
997db0f8-af39-4881-b5b2-1aa64dd16030,0,qqhmpjcg,9.0,9.0,0,25
f56b29de-e725-4250-bd56-550ee975ec89,0,29rig08f,7.0,7.0,73,57
14f3d216-232c-4b68-9554-3d70e1fc0140,0,kfmmorpq,9.0,9.0,0,50
cb260fad-db5b-4730-960c-020aa4fd43c5,0,z5p8em34,2.0,1.0,0,98
94e2dbef-ba04-4efb-ad39-41260d0247bd,1,eylwro2s,5.0,6.0,0,64
6e77a200-7836-4282-8447-30e9f4e8cfb7,1,60fmqbll,6.0,5.0,50,60
b154fc7f-cba2-4b7b-84d3-3e910eb07be9,1,fk7hla6y,5.0,5.0,25,38
d9d87931-6293-4e67-b582-78b8ec19044f,1,c96vs1wo,7.0,8.0,91,8
a9950797-cc6f-468a-acfd-cb6f4d9fe4b9,0,1c9p9015,7.0,7.0,90,81
041b6010-3f4a-4658-a428-5ebfdcce67b1,1,hzuuw0td,6.0,5.0,49,71
57eb7a00-6f5b-407e-b207-f92dca2ec98f,1,ulkeae1a,2.0,4.0,60,85
09ed07b3-c272-4911-94c2-acf51d8ab921,0,642yx89b,7.0,9.0,0,25
b19f58c5-a51e-4e0f-b5fd-0262486011ae,1,dn9usy8h,7.0,7.0,73,57
a68a83bf-cef8-4c7b-975a-60a3ee6352af,0,rsspexkn,9.0,9.0,98,82
d2b204e3-3cd9-474f-aa05-f5fdc88aa015,0,n1atvu1y,8.0,8.0,0,75
675e98ce-b3a2-47da-aab7-1dca842f3efa,0,6g2u8ogb,9.0,9.0,0,64
3d0653a6-eab4-418c-bc06-25f06fe8614e,0,cz08bsei,9.0,9.0,0,1
2a6f9c3f-eb70-4442-ad1c-847f19e43161,1,3y3u2f36,6.0,8.0,90,36
971f10d3-df07-40be-903a-6294cf6fefb0,1,26pdtu21,3.0,3.0,71,95
6cbf2b7d-7cd4-45fc-8f3e-16eabb967134,1,wfad5mkh,4.0,5.0,48,86
392d38b8-ac42-421a-a78a-a252b72d8b8f,1,sss8lytu,7.0,7.0,65,37
c2a5d782-57a2-4af7-ba39-2080319388cb,1,okbuensm,7.0,6.0,49,50
31384ef4-687b-40e9-b2b4-7d351e7a741d,0,c9ai3g5p,9.0,9.0,0,82
68b178f0-c784-469d-8357-bf71ba6b4137,1,cppvwugz,8.0,9.0,100,74
37f088e5-ab58-4234-bdd3-e77835d3504b,1,8uh0j7wa,5.0,5.0,49,25
28e46f82-e84e-47fd-8d5a-3037d19a7f36,1,m7dgql39,9.0,8.0,90,75
1ce297c5-c0a8-4f4e-838a-53de94b8c128,1,t4pib3d8,8.0,8.0,49,100
79e28a95-7e95-4bb2-85d2-25325aa5ff88,0,aaxc45qc,8.0,9.0,0,33
84184ee1-7a24-4886-aaf7-420b19187f40,0,0mvn5qdw,8.0,8.0,0,32
5229cb92-c3db-4434-b923-e96e0c7cbdfe,1,ry2tg9s8,7.0,7.0,0,43
6e2752d3-ba40-4b6a-ab6c-65bd82082f2f,1,y1tzuzig,4.0,4.0,38,13
2daeadf6-9297-40da-941c-b25177a96b8a,1,6wk3ua0d,3.0,5.0,42,35
f3eadea7-021d-469b-8eef-0508ccc852c2,1,g3elbr7v,2.0,2.0,25,82
cf03d4be-d9a4-4f9a-951e-cc07487684de,1,797xw6ca,2.0,5.0,50,99
9d5b101d-4caf-4c90-8d93-4ea75112bdb7,0,jnwzgj3h,9.0,9.0,89,76
193a1464-fc8a-42ab-8848-e0688af7e0fd,1,ivwajyh3,9.0,8.0,50,5
0a711253-bdc8-4020-ae33-b658d33292ff,1,zf6arycx,8.0,9.0,100,21
3330f40e-23dc-42c2-9cb9-716eb37faaa3,0,3xa1cugd,7.0,7.0,0,23
b202956d-95f3-46da-8ce7-478d6ad45201,0,z71zj9tq,4.0,3.0,0,0
a6567b33-5043-4d3a-8da9-22fb429dc352,0,rpe4xorq,6.0,6.0,90,41
2cfd6f2a-370d-434c-81a9-8f9206ed35c9,0,g2jhq9wo,9.0,9.0,0,10
40170aeb-ede7-4021-a39c-ad6a5da1c5ee,1,3s6k6llu,6.0,5.0,66,90
fcda37fd-3057-4430-96bc-0475cf3b1c8f,0,nv078597,7.0,8.0,0,75
ef13676d-0522-4e9e-8d60-cd21a5d12b8d,0,tu4sjfrd,5.0,6.0,90,99
0c4b080a-4850-42f3-99fe-a8b386bc318e,0,j2xpzyte,9.0,9.0,0,76
6e77a200-7836-4282-8447-30e9f4e8cfb7,1,dljk0als,2.0,6.0,5,25
fb6ed7ee-5158-4c2f-a222-15cedcda0718,1,bdjjfqzi,7.0,7.0,68,88
86d1cfb8-1101-40a7-84eb-0c376feb0183,0,mstla4sl,6.0,7.0,30,45
31384ef4-687b-40e9-b2b4-7d351e7a741d,0,rs0ndqy1,8.0,9.0,0,10
69151edb-e4da-4902-933d-283ed7cfea4e,0,efa7ezro,3.0,3.0,0,100
8cd2199c-6ae5-432f-a53e-791f137d81af,0,10vnryfv,9.0,9.0,0,52
def36bf5-fb15-4a80-845e-21f8d7f966c9,1,vwyvkub0,2.0,2.0,50,0
d4b9806e-ef03-4992-b102-4f39bec52e1e,0,ifcqii9p,8.0,6.0,0,39
61264962-4daa-4ee8-bc77-19ca6fc6e4b5,0,d64g811x,8.0,8.0,0,17
34bf225b-43e6-4cfb-8844-d52419dc4906,1,t8gmqpqy,4.0,8.0,100,38
a93c595e-bd21-42e5-8c65-5bd410cd03af,1,tc3hh27n,5.0,5.0,100,100
62cdfece-43dd-451a-80d4-98182ab75885,0,mue6atm8,9.0,9.0,0,52
f3a6d784-763f-41fb-b889-11f2bcba72d7,0,3bj06sl8,8.0,8.0,0,25
2f3f9cc5-7126-4168-b3e9-3b6b17e0c7d5,1,35tjqp0z,7.0,7.0,64,71
2da7915a-c2cf-4289-962a-791300100a1a,1,mrfb0o5k,4.0,4.0,40,50
d58324db-aafc-4c56-8550-aa80d92b6fc8,0,akyujfsa,6.0,6.0,80,34
a2b02d02-75c5-4d74-9a64-290056383c59,0,vjtgs23b,9.0,9.0,0,49
f3eadea7-021d-469b-8eef-0508ccc852c2,1,nwyg3hg7,3.0,5.0,55,76
91ccea5b-0d04-4da0-b72f-f9e5f4dd0cff,0,1ukgn5ed,7.0,7.0,52,81
f4d8edd5-9e4e-4273-878d-db2c27550afa,1,70trlqf1,5.0,5.0,88,49
59dd7888-c784-4625-a6f5-75d13f7256f0,0,8jue4p2n,9.0,9.0,0,25
a610f7e4-a9a3-428d-8f5c-100f37d872e2,1,pr6pr1n0,1.0,9.0,100,100
1ae992b9-d676-4051-b939-19635ea24c24,0,rdsmhbk8,9.0,9.0,0,25
57eb7a00-6f5b-407e-b207-f92dca2ec98f,1,vjesfyak,7.0,8.0,80,35
28e46f82-e84e-47fd-8d5a-3037d19a7f36,1,td5gcrhm,9.0,9.0,1,7
35d478bf-e51f-4026-b27e-fcba99c5b541,0,a9ebe0mc,7.0,5.0,50,24
0d2c192b-e8e4-4fa5-822f-3b2b4e77488d,0,31p68g3v,8.0,8.0,0,91
0958da06-33d6-4f3b-851b-fa9fddffde82,1,2pytliij,6.0,6.0,58,28
d5d0b4f8-195a-4985-90ad-39c87ec3a059,1,81fxgj6x,4.0,2.0,25,90
3cfc0142-ef2a-4a44-a484-a18567bad980,1,9fl2tsy4,8.0,9.0,100,75
81fe43fe-3a93-40b9-8f80-d78ced8a48f7,1,vjlplqv7,7.0,7.0,100,25
f7376258-d293-44f9-aa07-938361a4e1ee,0,dlp4we39,7.0,7.0,0,50
be8b23f4-6041-4cf1-9df5-c4295d5a76b6,0,qd24e6q3,7.0,9.0,0,6
6e0c1b62-0799-4d0d-9c28-f8d6a9b1e4ba,1,np8pqoe5,6.0,5.0,50,25
3d2c8b8e-a782-4b21-979f-43ca387d98ce,0,67dpy2sa,6.0,5.0,0,75
2be119b4-dee7-426f-b135-2da6580456f1,0,y829diax,8.0,9.0,0,5
6808d151-dca3-4897-8e05-1c8757b1b671,1,yqmsqfs6,8.0,8.0,100,0
52bf1e70-c9fd-4754-964b-953a0d21a17a,0,qfb6jcwe,8.0,8.0,0,56
51589cc0-278c-4076-a4e5-ab36fc6c59d2,1,lgxb6b2i,6.0,8.0,30,0
7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,0,jpcm9d4w,9.0,9.0,0,2
ded6cd39-1862-4649-af01-cd0d38586054,1,pk1taj6y,1.0,9.0,100,50
b57f6807-026c-4bbe-a71a-18b62635728b,1,m2inoi5x,9.0,9.0,100,100
