story_id,ai_used_actual,evaluator_code,post_authors_ideas,post_ownership,post_profit,post_ai_assist
3b7cb450-be71-43a3-bf3e-c882572369ec,0,w0o7j95h,9.0,9.0,0,4
883982ae-c0f6-4795-9421-aa2768ea16e6,0,y1yu5m3w,6.0,7.0,0,41
10949004-b7ca-429d-b84e-0ed16b0cb888,0,8hu51lvv,7.0,8.0,0,33
fd55005f-2307-48da-950c-1de503579209,0,2c79vpxk,3.0,3.0,0,50
31384ef4-687b-40e9-b2b4-7d351e7a741d,0,v8xbm6q3,9.0,9.0,0,90
b299254c-cd49-4610-806d-4b53512d3e92,1,0rp4cj83,9.0,9.0,99,25
e2e71da9-b9ae-4988-a96b-ec2cb9b0382d,1,mlqijmsj,7.0,7.0,80,25
6de29543-7e86-4aee-b61e-3bbdf75cfacd,0,x8ysqm6o,8.0,9.0,0,0
639243a3-70f1-493c-a3d6-238c924d4dc6,1,hhv5dzw0,6.0,7.0,65,57
57008fac-491d-4959-8638-d0669621e0a7,1,fytkccmb,1.0,1.0,10,50
6dfded63-c919-4995-8852-4d39eef00249,1,p4mp2588,8.0,3.0,41,73
1037d4e2-3036-469d-89fc-b7d7baf79b29,1,bquw887u,7.0,7.0,60,50
a9b571c0-8177-4b93-bc0a-8dc5e48b66c5,1,9y1t7at9,5.0,6.0,75,60
cdfdbcd2-e24f-4833-b950-18330c544d55,1,wntxzky3,2.0,2.0,21,74
bf2e339f-0e64-466f-91ca-e9f1b26935d2,0,j5hcbbpa,6.0,6.0,0,13
84184ee1-7a24-4886-aaf7-420b19187f40,0,p3a58ss3,9.0,9.0,0,0
35d478bf-e51f-4026-b27e-fcba99c5b541,0,c1rkae0v,4.0,2.0,14,8
45a6c2ee-e4d1-4de4-97ae-68358cd61b78,0,jhi7ws25,1.0,1.0,10,100
db6630b5-29db-4042-b79f-beb5e5dc81d1,1,gtt020ad,7.0,7.0,10,50
e29b0a28-2897-450e-b920-fcd41084a12a,1,j19tw9k7,7.0,8.0,85,80
5b7a516e-a054-4a70-a679-25ff3c8b9387,0,14c51hik,5.0,4.0,0,50
d31c0464-ccb7-42b6-a968-545ee0ee291d,1,pf8crey7,5.0,5.0,77,80
e602b9cf-3fbb-439d-b029-eb15d83a29df,0,q6prjwst,2.0,2.0,25,4
1bd16c85-78a6-4905-a0b8-23baa64e70bd,1,cbi6huai,3.0,3.0,50,85
0c4b080a-4850-42f3-99fe-a8b386bc318e,0,wsj73w31,7.0,9.0,0,26
d485db37-7c80-485a-a99a-a6cbcaa8e5b5,1,zryt4kkk,4.0,6.0,65,52
5eb93cb5-db0b-4d09-9a59-2029f2753e1e,1,xv713c8k,8.0,6.0,10,81
d9d1d62f-cbfa-473d-884f-e9cda653ce4a,1,ag8a25ue,5.0,5.0,51,50
99ef06e6-7930-4121-918d-b64c0dc4e885,1,zqexm4vg,2.0,2.0,81,92
559cb1e5-020d-49d8-a63a-c090d7efcf68,0,wt60zu37,8.0,9.0,0,80
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,1,0bl4lrzw,3.0,5.0,50,89
bdc1978a-7332-4c6f-bef3-1ba0c715f5e8,1,4dxqzy7a,3.0,8.0,100,9
e2c83117-b1bb-47f1-9a49-1fdcfe06ae22,0,g2hhjutv,2.0,2.0,23,79
2d6ece38-3984-441a-88dc-c31f16d8567b,1,5u648u6u,7.0,6.0,25,24
0958da06-33d6-4f3b-851b-fa9fddffde82,1,p64i7kir,6.0,4.0,50,73
f4d8edd5-9e4e-4273-878d-db2c27550afa,1,xrldivmz,7.0,9.0,100,50
3d2c8b8e-a782-4b21-979f-43ca387d98ce,0,o58gjd3b,9.0,9.0,0,20
f48acf07-0c7a-464e-b42d-7c477cb24782,0,q42qc6xj,3.0,4.0,66,15
f7886106-14d7-4b51-bf73-7d011654222f,1,qmfhem8e,1.0,1.0,100,0
b19f58c5-a51e-4e0f-b5fd-0262486011ae,1,ak3ij8nl,5.0,4.0,51,74
3a502b29-e6f1-4e4a-aba2-b83bff58887a,0,1iq3q7yx,9.0,9.0,0,4
041b6010-3f4a-4658-a428-5ebfdcce67b1,1,7makqzht,4.0,3.0,92,25
883982ae-c0f6-4795-9421-aa2768ea16e6,0,7xw72zqi,7.0,7.0,0,44
bd71b316-74a6-467c-abe6-cf0ae664ee76,0,cc105giv,8.0,9.0,0,15
dabe869d-79d8-4c82-9350-5e4ebd0806c7,0,qkawlsqk,7.0,8.0,0,10
722c95e5-f767-4697-8858-fdfbecdc70b0,0,jeqcjh3f,8.0,8.0,0,69
a75ba6ab-43b0-46f0-abee-5bb07d5eb7e0,0,cq1m6y90,5.0,5.0,0,100
6e77a200-7836-4282-8447-30e9f4e8cfb7,1,nakh8mh5,3.0,4.0,75,50
e539e79a-2027-40ee-b4fa-41e801a9aaf6,0,yhvo59cr,4.0,4.0,0,70
7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,0,y2mtnagi,8.0,9.0,0,20
31384ef4-687b-40e9-b2b4-7d351e7a741d,0,tqd9mpdh,9.0,9.0,0,17
071b8067-56fe-44c0-89db-6fb7db2783ee,1,k3koncsz,2.0,3.0,20,15
1cf347a7-0df2-4ccd-a041-2d19d62fd7e2,0,bu4hghti,9.0,9.0,0,37
6cbf2b7d-7cd4-45fc-8f3e-16eabb967134,1,rwsvkwek,3.0,1.0,24,75
68b178f0-c784-469d-8357-bf71ba6b4137,1,btp4roe1,5.0,5.0,60,75
13d4b081-ae43-4d66-be97-1ed9453550cd,1,c2mt5lg5,7.0,5.0,50,92
bb98a823-47ad-449f-b573-2dadd99d20c4,1,umz20en8,5.0,5.0,50,75
84184ee1-7a24-4886-aaf7-420b19187f40,0,1tzg2j4m,7.0,5.0,0,50
cb260fad-db5b-4730-960c-020aa4fd43c5,0,shgwhy5r,7.0,9.0,0,0
a2b02d02-75c5-4d74-9a64-290056383c59,0,b510s5xt,9.0,9.0,0,28
1f5e24c3-e0ac-4ae2-bff5-db031010af1c,0,ihjwyltb,5.0,6.0,10,95
776ba85a-7ec6-40ca-aff0-d2d7627919ec,0,xknhrspu,1.0,1.0,100,7
3055442e-4c98-484d-a092-9838823ac08f,0,wf7rh0g9,9.0,8.0,0,52
ca42e827-d57f-45f9-ac97-5d943f02dc05,0,p8psqg7w,9.0,9.0,0,0
86fc308b-8603-4b09-9a08-01120769dbed,1,dh88zsa0,4.0,2.0,90,10
81fe43fe-3a93-40b9-8f80-d78ced8a48f7,1,1w1n16ar,4.0,2.0,43,76
a65d0909-c6f9-485b-bdb8-d65ab86948d6,1,q6efi4pr,5.0,6.0,75,50
14f3d216-232c-4b68-9554-3d70e1fc0140,0,sgtj2up8,6.0,6.0,0,0
523680ae-3735-4a57-8e84-f7f0d6dba065,0,xh535mss,9.0,9.0,0,17
7c1f842c-eaac-4cb0-b479-56ab375eb0a4,0,abtymp1c,8.0,8.0,0,27
d485db37-7c80-485a-a99a-a6cbcaa8e5b5,1,rmj80el8,7.0,8.0,100,74
e29b0a28-2897-450e-b920-fcd41084a12a,1,0uwmph64,6.0,5.0,60,85
124978c6-f8c9-4d94-829a-fe59c714310b,1,178kkpsi,4.0,3.0,25,74
5df32bc6-8006-44c6-a9bc-802e01cc59ff,1,ml9a8myu,5.0,6.0,83,65
01d340cd-bcca-4ef8-bd36-91c2a951b21f,1,epdwa80w,6.0,7.0,63,50
02bb7805-ba49-420a-be49-5f52f1d4b79e,1,xvifmk2i,6.0,8.0,48,0
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,1,lzxx136a,7.0,6.0,20,60
ec53dfb3-d2d5-4cb7-b6cd-dc4edc501559,0,3ws7y9e8,9.0,9.0,0,27
e03c09dd-b93b-4353-9be8-54cb6bf32f6a,1,sjoq1y62,4.0,3.0,33,25
02bb7805-ba49-420a-be49-5f52f1d4b79e,1,xhivxgw9,5.0,5.0,98,100
12734b48-37d5-4495-97ab-3cdda6b4b0bc,0,gnw1yqrm,7.0,7.0,71,31
86d1cfb8-1101-40a7-84eb-0c376feb0183,0,t9kd0rdr,9.0,9.0,99,10
00ee16f1-5185-4b84-9c29-5907cc9d5fc7,1,wtaatd1l,9.0,9.0,100,10
c1b8876a-b970-41aa-9978-40d4853f6373,0,8ncd68dt,9.0,9.0,0,100
7c1f842c-eaac-4cb0-b479-56ab375eb0a4,0,cjqx8z76,8.0,9.0,0,10
a93c595e-bd21-42e5-8c65-5bd410cd03af,1,z9b0aq1o,9.0,9.0,97,32
fbc44a26-879c-4df3-ad22-8a4a79af4707,0,07nlyvko,9.0,9.0,0,10
57008fac-491d-4959-8638-d0669621e0a7,1,gotvhjzy,2.0,2.0,100,100
f7376258-d293-44f9-aa07-938361a4e1ee,0,hs4z3bt8,5.0,6.0,0,82
b202956d-95f3-46da-8ce7-478d6ad45201,0,j1bk3ylb,9.0,9.0,0,45
a6567b33-5043-4d3a-8da9-22fb429dc352,0,h7spas9m,9.0,9.0,100,10
7298782e-7bac-4a4a-b322-d4832c0cf6a2,0,7u742qk0,8.0,9.0,93,39
7ced0bf8-d2f9-4827-8b0b-d09f5bf47585,0,z4xkj69z,5.0,7.0,0,50
bd71b316-74a6-467c-abe6-cf0ae664ee76,0,jevsz7dv,9.0,9.0,0,31
fc178c9a-f8b7-4c81-85f6-1e12b56d60bc,0,0o0u6wki,8.0,7.0,0,70
37f088e5-ab58-4234-bdd3-e77835d3504b,1,tv0ci6z1,2.0,9.0,100,1
ef13676d-0522-4e9e-8d60-cd21a5d12b8d,0,1k2ophjw,3.0,5.0,50,85
b7c28702-7a1c-4e82-9b92-4422a60440d0,0,o776dqhj,8.0,8.0,0,48
a71b9e47-2c40-4bdd-870d-03974cc6d493,1,59zsw2x2,2.0,5.0,9,65
0958da06-33d6-4f3b-851b-fa9fddffde82,1,iwn3588b,3.0,9.0,100,100
2a6f9c3f-eb70-4442-ad1c-847f19e43161,1,195rcgh1,3.0,1.0,50,35
559cb1e5-020d-49d8-a63a-c090d7efcf68,0,9jk0pvd5,1.0,1.0,0,80
1ce297c5-c0a8-4f4e-838a-53de94b8c128,1,a2dbqzkq,6.0,7.0,85,24
288082eb-5ab6-456c-a2c8-5a548d12a42e,1,y0m3k5sc,2.0,2.0,50,26
a68a83bf-cef8-4c7b-975a-60a3ee6352af,0,1k852lud,3.0,2.0,3,90
da4f173d-16e5-4c97-9a77-fcb435984ddd,1,hlarg8np,9.0,9.0,100,100
d85227b3-1de2-4df3-acec-18891baf76cd,0,32wc8f8q,9.0,9.0,0,0
f4279bec-10ef-4df7-b3d7-00ad270aa124,0,mxc0ypas,9.0,9.0,0,1
bdc1978a-7332-4c6f-bef3-1ba0c715f5e8,1,lxjeozxi,7.0,7.0,82,55
682e286d-0a42-40d8-9595-4d2fe45ad3f2,1,y7bj4qv1,5.0,5.0,50,51
a2f110ab-01b8-4406-a6e5-94a54aaa2dbb,0,d492pjnw,3.0,3.0,47,76
ded6cd39-1862-4649-af01-cd0d38586054,1,djism56m,7.0,8.0,100,10
36d90373-ec55-4305-996f-5ab6bebec191,1,w86fdyoy,8.0,8.0,100,0
321f7c82-05ab-49ed-8e15-152f538aec1d,1,m2dmsz8z,4.0,5.0,70,86
22988fde-8e34-4df8-ab1e-d1da1057c457,1,7rrrcots,5.0,5.0,75,50
a2d70f55-973a-4fcf-9649-233064d41830,1,4m5j7dvf,5.0,3.0,26,50
fcda37fd-3057-4430-96bc-0475cf3b1c8f,0,32l7r9qd,7.0,8.0,0,79
5722bccc-2f26-47ed-b1f6-6dcebec69963,1,pcn14xc1,6.0,6.0,95,50
7e679441-d793-4967-a395-60329e3067bc,1,8dpg84k1,1.0,1.0,5,23
e29b0a28-2897-450e-b920-fcd41084a12a,1,9cem8zl4,8.0,8.0,13,14
90d2d339-33ae-4578-b5ce-d1be4955b74e,0,aexmtfzo,2.0,3.0,23,94
6cbf2b7d-7cd4-45fc-8f3e-16eabb967134,1,jq2t2oqx,6.0,6.0,73,56
d9d1d62f-cbfa-473d-884f-e9cda653ce4a,1,3ak8pr1l,2.0,3.0,38,75
f56b29de-e725-4250-bd56-550ee975ec89,0,8jsjeac4,8.0,8.0,100,25
3d2c8b8e-a782-4b21-979f-43ca387d98ce,0,vsbidm0r,9.0,9.0,0,0
34bf225b-43e6-4cfb-8844-d52419dc4906,1,kmmnjwmx,1.0,2.0,50,10
40170aeb-ede7-4021-a39c-ad6a5da1c5ee,1,oqzanw4y,7.0,9.0,100,25
392d38b8-ac42-421a-a78a-a252b72d8b8f,1,wr14gw3q,8.0,9.0,0,82
0a711253-bdc8-4020-ae33-b658d33292ff,1,j6csvdpf,4.0,5.0,50,20
6808d151-dca3-4897-8e05-1c8757b1b671,1,axm5rd5q,6.0,5.0,60,61
2d6ece38-3984-441a-88dc-c31f16d8567b,1,afi1byy8,6.0,6.0,24,26
19074bee-b1bc-419c-b681-e2058216e490,1,gosnfj7w,9.0,9.0,100,0
9e5e5e56-151a-44cd-8376-f81c66f78b38,0,4zhj3jjm,5.0,5.0,0,10
f4837cf6-2112-4a94-a0d4-eb99ebf4e102,0,8hsrzggw,5.0,9.0,0,50
94e2dbef-ba04-4efb-ad39-41260d0247bd,1,889qxxzn,4.0,7.0,33,30
fb4a7a93-0dcb-462d-9b64-92428dc44a45,0,uawzb0ac,5.0,7.0,0,22
06d50c34-6f52-4e4b-a94e-81f1963cad70,1,aua75fup,5.0,5.0,41,40
bf2e339f-0e64-466f-91ca-e9f1b26935d2,0,robqsc0o,9.0,9.0,0,100
86fc308b-8603-4b09-9a08-01120769dbed,1,5s7cas7r,3.0,3.0,25,25
828c7ca4-abbc-407e-8afc-75d188bb2454,1,1d6na5ai,3.0,3.0,21,76
7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,0,gm2f4bgm,9.0,9.0,0,26
b19f58c5-a51e-4e0f-b5fd-0262486011ae,1,xik80c18,6.0,7.0,90,25
50e285df-c7e0-4df7-8ee7-bbcd1c899cca,1,jirpxswq,8.0,7.0,88,94
57008fac-491d-4959-8638-d0669621e0a7,1,e85tgads,6.0,7.0,60,50
173c7706-0e61-4620-9a0e-3df8bbfa845c,0,5919opxs,7.0,6.0,0,15
8f962717-825a-44d1-8c70-11e538b2e210,1,t6dv7ks1,3.0,3.0,25,14
c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,1,uvlsdovu,5.0,5.0,60,75
6cf0f3e4-b380-4d82-8145-3768e7bbfc93,1,8f58m5ae,4.0,4.0,65,40
61264962-4daa-4ee8-bc77-19ca6fc6e4b5,0,ncqihdx0,8.0,8.0,0,77
ae471e6a-1d8c-4514-bec5-047dfb21703e,0,p5s4t26l,6.0,6.0,24,79
e6b1242a-eb53-470a-bf9b-852426fba95b,0,gaqvzf31,9.0,9.0,0,7
c0002a1c-09c6-4939-8524-acc0671b187b,1,ankagdcl,1.0,1.0,11,86
b154fc7f-cba2-4b7b-84d3-3e910eb07be9,1,qh4ozi2t,5.0,3.0,49,39
6de29543-7e86-4aee-b61e-3bbdf75cfacd,0,t91lmri7,3.0,3.0,0,94
0b8ad86c-4e7f-46c2-8145-3d4596d7a13f,0,yxondqdg,8.0,8.0,0,25
695524f2-aebd-42ef-a7c1-8e6818de6e01,0,z5jnci7q,9.0,9.0,0,5
5722bccc-2f26-47ed-b1f6-6dcebec69963,1,65pzi6wb,7.0,8.0,95,20
321f7c82-05ab-49ed-8e15-152f538aec1d,1,6uoe5lln,6.0,3.0,35,36
32fd4cd2-8aa1-4dde-ac62-896cf13011bd,1,6yud49wm,5.0,5.0,3,4
db6630b5-29db-4042-b79f-beb5e5dc81d1,1,j1rwgdle,5.0,5.0,50,100
776ba85a-7ec6-40ca-aff0-d2d7627919ec,0,cmmava8w,7.0,3.0,82,45
d9d1d62f-cbfa-473d-884f-e9cda653ce4a,1,tq3g1u4q,8.0,8.0,94,42
594f14e8-be52-438e-bae8-e1a7d2585951,0,mzwjxvwe,9.0,9.0,0,5
448d41f3-9b57-44f1-9ac9-c3f608e284ff,1,mwitjlpd,3.0,3.0,51,75
7086605c-efec-4e8c-867f-9c3e26ba5869,0,zzf3dk4w,7.0,9.0,0,93
e2c83117-b1bb-47f1-9a49-1fdcfe06ae22,0,wopnsquf,5.0,5.0,50,60
d9d87931-6293-4e67-b582-78b8ec19044f,1,92gl13qd,3.0,3.0,20,71
e539e79a-2027-40ee-b4fa-41e801a9aaf6,0,4soj25k6,9.0,9.0,0,83
a71b9e47-2c40-4bdd-870d-03974cc6d493,1,14khcfx6,8.0,8.0,56,45
3d0653a6-eab4-418c-bc06-25f06fe8614e,0,z0pnrgfn,9.0,9.0,0,5
fcda37fd-3057-4430-96bc-0475cf3b1c8f,0,233xea8m,9.0,9.0,0,50
01d340cd-bcca-4ef8-bd36-91c2a951b21f,1,a2dq8rne,1.0,1.0,0,40
5229cb92-c3db-4434-b923-e96e0c7cbdfe,1,4cg8kf0u,5.0,5.0,0,79
f339a280-e835-4165-be41-5cda6fb1604f,0,zl07doqh,9.0,9.0,0,4
4c7ed3b3-553d-4b13-b60a-ee594ad8890d,1,h9sfegt9,2.0,4.0,100,50
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,1,7emjawxc,7.0,7.0,83,37
ec53dfb3-d2d5-4cb7-b6cd-dc4edc501559,0,k5w7o6cb,7.0,7.0,0,24
ab650f9e-6a50-4098-a8e2-9dd4c4785a96,1,rtdbf8xn,4.0,5.0,40,70
2d6ece38-3984-441a-88dc-c31f16d8567b,1,ui5tzn3g,4.0,2.0,2,75
7086605c-efec-4e8c-867f-9c3e26ba5869,0,7ngooiwd,6.0,7.0,0,51
1bd16c85-78a6-4905-a0b8-23baa64e70bd,1,u1iro3iy,5.0,5.0,50,35
cb260fad-db5b-4730-960c-020aa4fd43c5,0,5abbychi,9.0,9.0,0,16
7a4e8dbd-53f9-4472-a0f3-fdc116b5de62,0,al292jhs,4.0,3.0,75,70
a65d0909-c6f9-485b-bdb8-d65ab86948d6,1,fbc0hyzk,3.0,6.0,100,40
7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,0,vt2oivfb,2.0,2.0,0,83
10949004-b7ca-429d-b84e-0ed16b0cb888,0,ocmdhkl6,8.0,9.0,0,51
cf03d4be-d9a4-4f9a-951e-cc07487684de,1,vqi202u5,8.0,9.0,99,50
86d1cfb8-1101-40a7-84eb-0c376feb0183,0,iz9t2t7p,4.0,4.0,50,74
e2c83117-b1bb-47f1-9a49-1fdcfe06ae22,0,1a80vvtk,7.0,7.0,74,41
639243a3-70f1-493c-a3d6-238c924d4dc6,1,v4n9ix0y,6.0,7.0,87,96
19074bee-b1bc-419c-b681-e2058216e490,1,r1t1mtrr,8.0,9.0,100,11
124978c6-f8c9-4d94-829a-fe59c714310b,1,oi9ssdqm,4.0,5.0,16,20
0a711253-bdc8-4020-ae33-b658d33292ff,1,ff19xvks,9.0,8.0,100,25
50e285df-c7e0-4df7-8ee7-bbcd1c899cca,1,kfly4ihg,7.0,7.0,72,74
7542a792-567b-4b17-be59-ea2a797b9ce0,1,oj3mnrju,3.0,3.0,30,70
6808d151-dca3-4897-8e05-1c8757b1b671,1,npeeivlh,6.0,7.0,20,10
32fd4cd2-8aa1-4dde-ac62-896cf13011bd,1,77n27jug,6.0,2.0,25,51
2daeadf6-9297-40da-941c-b25177a96b8a,1,rbzs38qv,3.0,5.0,50,50
675e98ce-b3a2-47da-aab7-1dca842f3efa,0,d5wl3kqe,7.0,8.0,0,25
c0002a1c-09c6-4939-8524-acc0671b187b,1,48zggt01,7.0,8.0,80,19
0304c9c9-a778-424e-b38f-ff3690160003,1,3psaazzg,4.0,6.0,90,51
a610f7e4-a9a3-428d-8f5c-100f37d872e2,1,k70h7yc7,5.0,5.0,25,7
846436df-7dee-4c20-a83a-711251f48828,0,sptmnxsa,7.0,8.0,98,50
a2b02d02-75c5-4d74-9a64-290056383c59,0,op0ol1n7,9.0,9.0,0,26
d5d0b4f8-195a-4985-90ad-39c87ec3a059,1,mdek62aj,5.0,5.0,74,61
a75ba6ab-43b0-46f0-abee-5bb07d5eb7e0,0,e5dgprq7,7.0,8.0,0,64
041b6010-3f4a-4658-a428-5ebfdcce67b1,1,wb55k9bn,3.0,2.0,40,59
37f088e5-ab58-4234-bdd3-e77835d3504b,1,ql9dc15n,3.0,4.0,0,58
7ced0bf8-d2f9-4827-8b0b-d09f5bf47585,0,q9m9jdoq,9.0,9.0,0,10
99ef06e6-7930-4121-918d-b64c0dc4e885,1,tj0qofgu,2.0,3.0,26,7
7298782e-7bac-4a4a-b322-d4832c0cf6a2,0,zrhw1gh6,8.0,7.0,90,10
c2a5d782-57a2-4af7-ba39-2080319388cb,1,jdpqueuq,5.0,5.0,50,76
38a2d8c1-7619-4270-810d-97a31ce893ea,1,xvwl6ixk,6.0,6.0,51,13
f4279bec-10ef-4df7-b3d7-00ad270aa124,0,oas4arzu,7.0,8.0,0,20
5eb93cb5-db0b-4d09-9a59-2029f2753e1e,1,fu5e5wf2,2.0,2.0,50,77
9e5e5e56-151a-44cd-8376-f81c66f78b38,0,h6rw1f8g,6.0,8.0,0,20
2da7915a-c2cf-4289-962a-791300100a1a,1,wd3b9k2b,6.0,5.0,60,62
0e602d99-dd89-49db-b7b1-f9c8b7278ab4,1,hztmkpye,7.0,7.0,60,40
34ad3261-a5e5-41b9-8eb7-675c9a2e79ec,1,dxsq4paz,5.0,5.0,50,0
2a6f9c3f-eb70-4442-ad1c-847f19e43161,1,ag5tzei9,3.0,2.0,53,93
594f14e8-be52-438e-bae8-e1a7d2585951,0,gj1ls51u,9.0,9.0,0,4
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,1,v3wpwyhr,3.0,5.0,10,0
9c0c30d3-f782-4104-8f78-1f824c920485,1,6qywncmf,2.0,3.0,40,100
999b17bd-a73b-4459-849b-c8dbd3e6a675,0,m46iyngj,8.0,8.0,0,24
46c14df0-cf51-43e0-aa7f-cb3e70144fdc,1,rfe7x7ut,8.0,8.0,90,35
a9950797-cc6f-468a-acfd-cb6f4d9fe4b9,0,aux3ljfw,7.0,8.0,9,88
0958da06-33d6-4f3b-851b-fa9fddffde82,1,vfwyjhk4,3.0,7.0,55,66
722c95e5-f767-4697-8858-fdfbecdc70b0,0,a7ex2kjx,8.0,9.0,0,25
fbc44a26-879c-4df3-ad22-8a4a79af4707,0,ri529his,2.0,2.0,0,90
79e28a95-7e95-4bb2-85d2-25325aa5ff88,0,5xpkrjz6,9.0,9.0,0,41
d5d0b4f8-195a-4985-90ad-39c87ec3a059,1,vrskb6hh,2.0,5.0,81,67
c3df61ef-db61-4d63-8033-442f78804201,0,bpz3b6k9,7.0,9.0,0,61
8c492e79-5331-4a8a-b891-91bce6a361bb,0,lhhpqpw1,1.0,1.0,0,100
6dfded63-c919-4995-8852-4d39eef00249,1,9yhz2tjn,2.0,2.0,7,10
a2d70f55-973a-4fcf-9649-233064d41830,1,t0i00hyh,8.0,8.0,75,78
fdd506b9-5dab-4008-8719-786ba25bd600,0,tsb5q0uo,9.0,9.0,0,8
0a711253-bdc8-4020-ae33-b658d33292ff,1,ljg4ftvg,6.0,6.0,90,44
d2b204e3-3cd9-474f-aa05-f5fdc88aa015,0,05h76ab1,9.0,9.0,0,35
a0e70cc9-d661-4237-ab6e-692c99397d06,0,cmytocmw,2.0,1.0,12,74
c2a5d782-57a2-4af7-ba39-2080319388cb,1,fpnxmzhu,1.0,2.0,100,50
13d4b081-ae43-4d66-be97-1ed9453550cd,1,o52wq9jj,9.0,9.0,0,0
61264962-4daa-4ee8-bc77-19ca6fc6e4b5,0,tfraclac,9.0,9.0,0,26
da4f173d-16e5-4c97-9a77-fcb435984ddd,1,6r5my7yy,2.0,3.0,50,98
18693e2d-f85c-47f7-be15-b056183f0b66,0,5h6f1e9z,8.0,2.0,91,25
7a4e8dbd-53f9-4472-a0f3-fdc116b5de62,0,o0klwpwo,4.0,4.0,50,75
2be119b4-dee7-426f-b135-2da6580456f1,0,ah41htgu,9.0,9.0,0,0
86fc308b-8603-4b09-9a08-01120769dbed,1,4fl91ovf,2.0,2.0,17,33
68b178f0-c784-469d-8357-bf71ba6b4137,1,rtzumpd3,7.0,8.0,100,20
62cdfece-43dd-451a-80d4-98182ab75885,0,ohcyl88p,7.0,5.0,0,60
b299254c-cd49-4610-806d-4b53512d3e92,1,wmib7o6r,9.0,8.0,92,50
d9d1d62f-cbfa-473d-884f-e9cda653ce4a,1,dlonbcko,1.0,2.0,10,80
a0e28bd7-e88a-44aa-b199-1e496a4f4cca,1,ytdxw23d,6.0,5.0,76,4
3e0544cf-2ebd-4850-a5e2-8d9de8e94a21,0,vqvm7ays,9.0,9.0,0,50
9d532481-e080-4043-b0f8-16829df777e8,1,nqe9x81j,2.0,3.0,75,52
195ced3e-9ef0-40de-b7fc-1fb567cfe1be,1,g1mz9r14,4.0,5.0,37,73
8f962717-825a-44d1-8c70-11e538b2e210,1,ztcfaig2,6.0,6.0,50,65
2da7915a-c2cf-4289-962a-791300100a1a,1,r66sq8fn,4.0,4.0,36,61
1ce297c5-c0a8-4f4e-838a-53de94b8c128,1,55ibx2fu,4.0,5.0,51,13
2a6f9c3f-eb70-4442-ad1c-847f19e43161,1,s2mzqmc2,7.0,7.0,70,75
1cf347a7-0df2-4ccd-a041-2d19d62fd7e2,0,9n64p0zp,8.0,9.0,0,50
bdc1978a-7332-4c6f-bef3-1ba0c715f5e8,1,enyvnpzy,7.0,9.0,95,33
3fb759ca-fc3c-4202-890f-db5b2ea26e75,0,tjnf78ba,2.0,9.0,100,50
cded67c3-e143-4642-be01-b3258b1fa133,1,opwqrxbt,2.0,4.0,50,75
cf03d4be-d9a4-4f9a-951e-cc07487684de,1,ug08vjpw,8.0,8.0,90,14
6de29543-7e86-4aee-b61e-3bbdf75cfacd,0,vsedq4lm,8.0,9.0,0,10
846436df-7dee-4c20-a83a-711251f48828,0,07fvcs6t,4.0,5.0,25,10
fc178c9a-f8b7-4c81-85f6-1e12b56d60bc,0,9lred2i8,6.0,9.0,0,50
1f5e24c3-e0ac-4ae2-bff5-db031010af1c,0,uasrcedz,6.0,6.0,92,46
f7376258-d293-44f9-aa07-938361a4e1ee,0,t1eo7aay,8.0,9.0,0,88
3d2c8b8e-a782-4b21-979f-43ca387d98ce,0,5x0jun41,9.0,9.0,0,75
19074bee-b1bc-419c-b681-e2058216e490,1,wt6o44cm,9.0,9.0,100,0
e2e71da9-b9ae-4988-a96b-ec2cb9b0382d,1,ypsdsift,2.0,2.0,50,26
10949004-b7ca-429d-b84e-0ed16b0cb888,0,hymbzr4u,8.0,8.0,0,23
4c7ed3b3-553d-4b13-b60a-ee594ad8890d,1,aw9bts7u,7.0,3.0,60,75
8ec6743a-6ab5-4b6b-9c29-b57830dab1a6,0,ege51nxh,9.0,9.0,0,100
56908d7b-bb73-427c-a43d-618ff038e1f3,0,ttqwup5f,1.0,2.0,35,75
ec53dfb3-d2d5-4cb7-b6cd-dc4edc501559,0,50ucvh5k,6.0,5.0,0,35
e8a698ff-7fba-4cd9-987f-273c3abe7fba,0,er3krbnt,1.0,1.0,0,46
ad294208-cc7b-4aa5-91f5-bba5d419f065,1,aze6aziw,6.0,4.0,37,75
cded67c3-e143-4642-be01-b3258b1fa133,1,lwsk7m2b,4.0,9.0,100,75
a0e70cc9-d661-4237-ab6e-692c99397d06,0,fye2e0on,9.0,9.0,90,40
b1a7866e-3258-419c-89f3-00cc260b53c5,0,qjb53tr9,9.0,9.0,0,0
49dc8a44-7527-4bf3-b79a-52a6f1f9f416,1,n69dj1da,5.0,6.0,74,55
071b8067-56fe-44c0-89db-6fb7db2783ee,1,79lcrl6a,5.0,4.0,24,24
559cb1e5-020d-49d8-a63a-c090d7efcf68,0,5ykcuul6,9.0,9.0,0,0
